shop,type,num_malls,num_outlets,malls
M&G LIFE,Retail,7,7,"Jewel Changi Airport, Northpoint City, PLQ Mall, Raffles City Shopping Centre, Square 2, Suntec City, Wisma Atria"
New York Skin Solutions,Retail,7,7,"Jurong Point, Ngee Ann City, Tampines 1, Tiong Bahru Plaza, Velocity@Novena Square, Westgate, White Sands"
PAZZION,Retail,7,7,"Bugis Junction (Part of Bugis Town), Jem, Jewel Changi Airport, Junction 8, The Shoppes at Marina Bay Sands, VivoCity, Wisma Atria"
PRISM+,Retail,7,7,"Funan, Junction 8, Jurong Point, Northpoint City, Suntec City, Tampines Mall, VivoCity"
Presto Drycleaners,Retail,7,7,"Bedok Mall, Great World, ION Orchard, Junction 8, Paragon, Suntec City, Westgate"
Raffles Medical,Retail,7,7,"Causeway Point, Jurong Point, Lot One Shoppers' Mall, Northpoint City, Raffles City Shopping Centre, Tampines 1, White Sands"
Rest N Go,Retail,7,7,"Bugis+ (Part of Bugis Town), Hougang 1, Jewel Changi Airport, Jurong Point, Suntec City, West Coast Plaza, Westgate"
SkinLab The Medical Spa,Retail,7,7,"Causeway Point, Junction 8, Jurong Point, Plaza Singapura, Tampines 1, Waterway Point, Westgate"
Stellar,Retail,7,7,"Bugis Junction (Part of Bugis Town), Century Square, ION Orchard, Jem, Northpoint City, VivoCity, Waterway Point"
TAKA Jewellery,Retail,7,7,"Bedok Mall, Century Square, Jem, Jurong Point, Northpoint City, PLQ Mall, Tiong Bahru Plaza"
UNDER ARMOUR,Retail,7,7,"Bugis Junction (Part of Bugis Town), Funan, Junction 8, Orchard Central, Paragon, VivoCity, Waterway Point"
V Medical Aesthetics & Laser Clinic,Retail,7,7,"Bedok Mall, Century Square, Jurong Point, Northpoint City, Plaza Singapura, Westgate, White Sands"
W OPTICS,Retail,7,7,"Bedok Mall, Causeway Point, Great World, Marina Square, Suntec City, The Centrepoint, VivoCity"
Wacoal,Retail,7,7,"Bedok Mall, Jem, Jurong Point, Northpoint City, Plaza Singapura, Suntec City, Waterway Point"
Yun Nam Hair Care,Retail,7,7,"AMK Hub, Century Square, Jurong Point, Lot One Shoppers' Mall, Northpoint City, Plaza Singapura, Tiong Bahru Plaza"
prettyFIT,Retail,7,7,"Bugis Junction (Part of Bugis Town), Century Square, Jem, Junction 8, PLQ Mall, VivoCity, Wisma Atria"
CHANEL,Retail,6,7,"ION Orchard, Jem, Ngee Ann City, Raffles City Shopping Centre, The Shoppes at Marina Bay Sands, VivoCity"
Cheers,Retail,6,7,"AMK Hub, Clarke Quay Central, Jurong Point, Lucky Chinatown, Northpoint City, VivoCity"
ANTA,Retail,6,6,"Junction 8, Jurong Point, Plaza Singapura, Tampines 1, VivoCity, Westgate"
Aesop,Retail,6,6,"ION Orchard, Ngee Ann City, Raffles City Shopping Centre, The Shoppes at Marina Bay Sands, VivoCity, Westgate"
Bath & Body Works,Retail,6,6,"Causeway Point, ION Orchard, Jewel Changi Airport, Ngee Ann City, The Shoppes at Marina Bay Sands, VivoCity"
Better Vision,Retail,6,6,"Causeway Point, Northpoint City, Tampines Mall, Velocity@Novena Square, Waterway Point, Westgate"
Boarding Gate,Retail,6,6,"Bugis Junction (Part of Bugis Town), Jem, Marina Square, Paragon, Raffles City Shopping Centre, Waterway Point"
Calvin Klein,Retail,6,6,"ION Orchard, Jewel Changi Airport, Paragon, Raffles City Shopping Centre, VivoCity, Westgate"
FILA,Retail,6,6,"ION Orchard, Paragon, Suntec City, The Shoppes at Marina Bay Sands, VivoCity, Westgate"
G-Shock Casio,Retail,6,6,"Bugis Junction (Part of Bugis Town), ION Orchard, Jem, Jewel Changi Airport, Northpoint City, VivoCity"
Glimpse,Retail,6,6,"Bedok Mall, Bugis Junction (Part of Bugis Town), Causeway Point, Century Square, Northpoint City, Westgate"
HLA,Retail,6,6,"City Square Mall, Jem, Jurong Point, Lot One Shoppers' Mall, PLQ Mall, Suntec City"
Harvey Norman,Retail,6,6,"Hougang Mall, Jurong Point, Lot One Shoppers' Mall, Northpoint City, Suntec City, Westgate"
Home's Harmony,Retail,6,6,"Causeway Point, Century Square, Northpoint City, PLQ Mall, Suntec City, Waterway Point"
I Can Read,Retail,6,6,"AMK Hub, City Square Mall, HillV2, United Square, Waterway Point, West Coast Plaza"
LEGO Certified Store (Bricks World),Retail,6,6,"Jem, Jurong Point, Ngee Ann City, Plaza Singapura, Suntec City, Tampines Mall"
MINDCHAMPS PRESCHOOL,Retail,6,6,"City Square Mall, Junction 10, Paragon, Riverside Point, Sengkang Grand Mall, West Coast Plaza"
MONTIGO,Retail,6,6,"Bugis Junction (Part of Bugis Town), ION Orchard, Junction 8, Jurong Point, Tampines Mall, VivoCity"
Maxi-Cash,Retail,6,6,"Causeway Point, Jurong Point, Lot One Shoppers' Mall, Northpoint City, Tiong Bahru Plaza, Waterway Point"
Mobilestop,Retail,6,6,"Northpoint City, Raffles City Shopping Centre, Suntec City, Tampines Mall, Tiong Bahru Plaza, VivoCity"
Musee Platinum Tokyo,Retail,6,6,"Bugis+ (Part of Bugis Town), Plaza Singapura, Tampines 1, The Centrepoint, Velocity@Novena Square, Westgate"
Nailz Treats,Retail,6,6,"Bedok Mall, Funan, ION Orchard, Junction 8, One Holland Village, VivoCity"
Nippon Home,Retail,6,6,"Bedok Mall, Causeway Point, City Square Mall, Jurong Point, Northpoint City, Waterway Point"
Q & M Dental Centre,Retail,6,6,"Bugis Junction (Part of Bugis Town), Funan, Great World, Jem, Orchard Central, Velocity@Novena Square"
RABEANCO,Retail,6,6,"313@somerset, Jewel Changi Airport, Raffles City Shopping Centre, Suntec City, VivoCity, Wisma Atria"
Refash,Retail,6,6,"Bedok Mall, Bugis Junction (Part of Bugis Town), Northpoint City, Tampines 1, The Centrepoint, Westgate"
SALOMON,Retail,6,6,"Bugis Junction (Part of Bugis Town), Jewel Changi Airport, Orchard Central, Raffles City Shopping Centre, Suntec City, VivoCity"
SK Gold,Retail,6,6,"Causeway Point, Jem, Jurong Point, Northpoint City, The Shoppes at Marina Bay Sands, VivoCity"
Solace Studios,Retail,6,6,"Causeway Point, Century Square, Jem, Jewel Changi Airport, Junction 8, VivoCity"
Sparkle,Retail,6,6,"Century Square, City Square Mall, Northpoint City, The Centrepoint, Waterway Point, Westgate"
StarHub,Retail,6,6,"Jurong Point, Northpoint City, Paragon, Suntec City, Tampines Mall, Westgate"
The Wallet Shop,Retail,6,6,"Bugis Junction (Part of Bugis Town), Northpoint City, PLQ Mall, Tampines Mall, Waterway Point, Westgate"
Tissot,Retail,6,6,"ION Orchard, Jem, PLQ Mall, Raffles City Shopping Centre, Suntec City, The Shoppes at Marina Bay Sands"
Tree Art,Retail,6,6,"City Square Mall, Northpoint City, Paragon, Sengkang Grand Mall, United Square, Westgate"
Triumph,Retail,6,6,"313@somerset, AMK Hub, ION Orchard, Jem, Northpoint City, PLQ Mall"
VIVAIA,Retail,6,6,"Bedok Mall, Bugis Junction (Part of Bugis Town), Jewel Changi Airport, VivoCity, Westgate, Wisma Atria"
Welcia,Retail,6,6,"Bedok Mall, Century Square, Ngee Ann City, Northpoint City, Raffles City Shopping Centre, Velocity@Novena Square"
lululemon,Retail,6,6,"ION Orchard, Jem, Ngee Ann City, Raffles City Shopping Centre, The Shoppes at Marina Bay Sands, VivoCity"
Cow Play Cow Moo,Retail,5,6,"313@somerset, Century Square, Hougang 1, Jurong Point, Suntec City"
1855 The Bottle Shop,Retail,5,5,"ION Orchard, Paragon, Suntec City, The Shoppes at Marina Bay Sands, United Square"
ALDO,Retail,5,5,"Bugis Junction (Part of Bugis Town), ION Orchard, Jewel Changi Airport, PLQ Mall, Plaza Singapura"
Anothersole,Retail,5,5,"Bugis Junction (Part of Bugis Town), Ngee Ann City, PLQ Mall, Tampines 1, Wisma Atria"
AsterSpring,Retail,5,5,"Jem, Northpoint City, One Holland Village, Plaza Singapura, United Square"
BEGA,Retail,5,5,"Bedok Mall, Century Square, Marina Square, Westgate, White Sands"
BOSS,Retail,5,5,"Mandarin Gallery, Ngee Ann City, Paragon, Raffles City Shopping Centre, The Shoppes at Marina Bay Sands"
Become Aesthetics Clinic,Retail,5,5,"Causeway Point, PLQ Mall, Tampines 1, VivoCity, Westgate"
CFOOT,Retail,5,5,"Junction 8, Jurong Point, Northpoint City, Square 2, Waterway Point"
CHOW TAI FOOK,Retail,5,5,"Bugis Junction (Part of Bugis Town), ION Orchard, Jem, Jewel Changi Airport, VivoCity"
COURTS,Retail,5,5,"Causeway Point, Funan, Jem, Jurong Point, Tampines Mall"
Chiropractic First,Retail,5,5,"Causeway Point, Great World, Jurong Point, Northpoint City, United Square"
Cold Storage,Retail,5,5,"Aperia Mall, Suntec City, Tampines 1, Velocity@Novena Square, West Coast Plaza"
Dunlopillo,Retail,5,5,"Causeway Point, City Square Mall, Lot One Shoppers' Mall, Marina Square, PLQ Mall"
Eurotex,Retail,5,5,"Bedok Mall, Century Square, Northpoint City, Westgate, White Sands"
Garmin,Retail,5,5,"Funan, Plaza Singapura, Tampines Mall, Westgate, Wisma Atria"
HSBC ATM,Retail,5,5,"Bugis Junction (Part of Bugis Town), Great World, Suntec City, VivoCity, Westgate"
KKV,Retail,5,5,"Bedok Mall, Jem, Jurong Point, Raffles City Shopping Centre, Tiong Bahru Plaza"
London Weight Management,Retail,5,5,"AMK Hub, Ngee Ann City, Tampines 1, Tiong Bahru Plaza, Velocity@Novena Square"
Love & Co.,Retail,5,5,"ION Orchard, Jem, Northpoint City, Tampines Mall, VivoCity"
Mister Mobile,Retail,5,5,"Bedok Mall, Jurong Point, Tampines 1, Waterway Point, White Sands"
Ms New,Retail,5,5,"AMK Hub, Jurong Point, Northpoint City, PLQ Mall, Tiong Bahru Plaza"
N20 Nail Spa,Retail,5,5,"Plaza Singapura, Sengkang Grand Mall, Tiong Bahru Plaza, VivoCity, Westgate"
NK Hairworks,Retail,5,5,"Bedok Mall, Hougang 1, Plaza Singapura, Waterway Point, White Sands"
New Balance,Retail,5,5,"Jewel Changi Airport, Paragon, Suntec City, Velocity@Novena Square, VivoCity"
Novela,Retail,5,5,"Bugis+ (Part of Bugis Town), PLQ Mall, Tampines 1, Velocity@Novena Square, Waterway Point"
Novita,Retail,5,5,"Jurong Point, Northpoint City, Plaza Singapura, Velocity@Novena Square, Westgate"
Oakley,Retail,5,5,"313@somerset, Funan, Jewel Changi Airport, The Shoppes at Marina Bay Sands, VivoCity"
Oh! Sunny,Retail,5,5,"Bugis Junction (Part of Bugis Town), Causeway Point, Junction 8, VivoCity, Wisma Atria"
Onitsuka Tiger,Retail,5,5,"Jewel Changi Airport, Ngee Ann City, Raffles City Shopping Centre, Suntec City, VivoCity"
POP MART,Retail,5,5,"Funan, ION Orchard, Jewel Changi Airport, Plaza Singapura, Westgate"
Paris Miki,Retail,5,5,"Bugis Junction (Part of Bugis Town), Junction 8, Plaza Singapura, Tampines 1, VivoCity"
Playdress,Retail,5,5,"Bugis Junction (Part of Bugis Town), Tampines 1, The Centrepoint, Waterway Point, Westgate"
Pop Play Planet,Retail,5,5,"313@somerset, Funan, Jurong Point, Lot One Shoppers' Mall, Tampines 1"
Recoil,Retail,5,5,"313@somerset, Bugis Junction (Part of Bugis Town), Suntec City, Tampines 1, Westgate"
Samsung,Retail,5,5,"Bedok Mall, Bugis Junction (Part of Bugis Town), Junction 8, Tampines Mall, VivoCity"
Scarlett,Retail,5,5,"Century Square, Hougang Mall, Suntec City, VivoCity, Waterway Point"
Sealy Sleep Boutique,Retail,5,5,"Century Square, Funan, IMM Building, One Holland Village, Plaza Singapura"
Selffix DIY,Retail,5,5,"Century Square, Great World, The Centrepoint, VivoCity, Westgate"
Shakura Pigmentation Beauty,Retail,5,5,"Junction 8, Lot One Shoppers' Mall, Plaza Singapura, Tampines 1, Westgate"
Singapore Pools,Retail,5,5,"Funan, IMM Building, Lot One Shoppers' Mall, Northpoint City, Suntec City"
Sinjojo,Retail,5,5,"Century Square, Jurong Point, Plaza Singapura, Tampines 1, Waterway Point"
Spacio TCM Wellness,Retail,5,5,"Bedok Mall, Bugis Junction (Part of Bugis Town), Causeway Point, Northpoint City, The Centrepoint"
TRT,Retail,5,5,"Bugis Junction (Part of Bugis Town), Jem, Marina Square, Ngee Ann City, PLQ Mall"
The Stage Walk,Retail,5,5,"Bugis Junction (Part of Bugis Town), Jem, Junction 8, PLQ Mall, Tampines 1"
Tommy Hilfiger,Retail,5,5,"ION Orchard, Paragon, Raffles City Shopping Centre, VivoCity, Westgate"
United Overseas Bank,Retail,5,5,"Hougang Mall, Northpoint City, Tiong Bahru Plaza, Velocity@Novena Square, Waterway Point"
V Aesthetics Body Slim,Retail,5,5,"Bedok Mall, Northpoint City, Plaza Singapura, Tampines 1, Westgate"
Vivian & Sean,Retail,5,5,"Causeway Point, Century Square, Lot One Shoppers' Mall, Northpoint City, White Sands"
ZARA,Retail,5,5,"313@somerset, ION Orchard, Jewel Changi Airport, The Shoppes at Marina Bay Sands, VivoCity"
ZTP Ginseng Birdnest,Retail,5,5,"IMM Building, Jem, Northpoint City, Tiong Bahru Plaza, Waterway Point"
AGrader Learning Centre,Retail,4,5,"Jurong Point, Northpoint City, Sengkang Grand Mall, White Sands"
Weston Corp,Retail,4,5,"313@somerset, Jewel Changi Airport, Tampines Mall, VivoCity"
A.M Aesthetics,Retail,4,4,"Bedok Mall, Lot One Shoppers' Mall, Orchard Central, Raffles City Shopping Centre"
APM Monaco,Retail,4,4,"ION Orchard, Jewel Changi Airport, Raffles City Shopping Centre, The Shoppes at Marina Bay Sands"
ActionCity,Retail,4,4,"Bugis Junction (Part of Bugis Town), Jewel Changi Airport, The Shoppes at Marina Bay Sands, VivoCity"
Apgujeong Hair Studio,Retail,4,4,"Great World, Square 2, Tampines 1, VivoCity"
BIMBA Y LOLA,Retail,4,4,"ION Orchard, Jewel Changi Airport, Mandarin Gallery, The Shoppes at Marina Bay Sands"
Banana Story,Retail,4,4,"Causeway Point, Lot One Shoppers' Mall, PLQ Mall, Tiong Bahru Plaza"
Beyond The Vines,Retail,4,4,"Funan, ION Orchard, Ngee Ann City, The Shoppes at Marina Bay Sands"
Bossini,Retail,4,4,"AMK Hub, Bedok Mall, City Square Mall, Tampines Mall"
British Essential,Retail,4,4,"Jurong Point, Northpoint City, Tampines 1, White Sands"
Burberry,Retail,4,4,"Paragon, The Shoppes at Marina Bay Sands, VivoCity, Wisma Atria"
COS,Retail,4,4,"ION Orchard, Raffles City Shopping Centre, The Shoppes at Marina Bay Sands, VivoCity"
Chinese Medical Centre,Retail,4,4,"Tiong Bahru Plaza, West Coast Plaza, Westgate, White Sands"
Chip Lee Jewellery,Retail,4,4,"Causeway Point, Century Square, Northpoint City, Tiong Bahru Plaza"
Citibank ATM,Retail,4,4,"Bedok Mall, Causeway Point, Paragon, Raffles City Shopping Centre"
Clarks,Retail,4,4,"ION Orchard, PLQ Mall, Velocity@Novena Square, VivoCity"
Coach,Retail,4,4,"Jewel Changi Airport, Paragon, The Shoppes at Marina Bay Sands, VivoCity"
Couple Lab,Retail,4,4,"Bugis+ (Part of Bugis Town), Causeway Point, Plaza Singapura, VivoCity"
DR. STRETCH,Retail,4,4,"Great World, Orchard Central, Suntec City, Velocity@Novena Square"
"Dorra Tummy, Hip & Thigh Slimming",Retail,4,4,"Bedok Mall, Junction 8, Lot One Shoppers' Mall, Plaza Singapura"
EX Style,Retail,4,4,"Century Square, Northpoint City, PLQ Mall, VivoCity"
FILA KIDS,Retail,4,4,"Paragon, Raffles City Shopping Centre, The Shoppes at Marina Bay Sands, VivoCity"
FUJIFILM,Retail,4,4,"Jurong Point, Lot One Shoppers' Mall, PLQ Mall, Sengkang Grand Mall"
Fitness First,Retail,4,4,"AMK Hub, Bugis Junction (Part of Bugis Town), Junction 10, Paragon"
FotoHub,Retail,4,4,"Jurong Point, Raffles City Shopping Centre, Tampines Mall, Westgate"
Four Star,Retail,4,4,"Causeway Point, Century Square, Hougang Mall, Lot One Shoppers' Mall"
Gifts Greetings,Retail,4,4,"Century Square, Jem, PLQ Mall, Suntec City"
H2 Hub Timepiece,Retail,4,4,"AMK Hub, Bedok Mall, Century Square, Jurong Point"
HONOR,Retail,4,4,"Causeway Point, Plaza Singapura, Suntec City, Tampines Mall"
HUAWEI,Retail,4,4,"313@somerset, Northpoint City, Suntec City, Westgate"
Happy Walker,Retail,4,4,"AMK Hub, Bedok Mall, Jem, Northpoint City"
Hush Puppies,Retail,4,4,"AMK Hub, Marina Square, Northpoint City, The Centrepoint"
I'M IN,Retail,4,4,"Funan, Jem, Jewel Changi Airport, Tampines 1"
IVI Aesthetic,Retail,4,4,"Hougang Mall, Jurong Point, Northpoint City, Waterway Point"
Jean Yip Hairdressing,Retail,4,4,"Causeway Point, Jem, Swing By @ Thomson Plaza, White Sands"
Jean Yip Hub,Retail,4,4,"Bugis Junction (Part of Bugis Town), Lot One Shoppers' Mall, Plaza Singapura, Tampines Mall"
Kappa,Retail,4,4,"Bugis Junction (Part of Bugis Town), Century Square, Hougang Mall, The Centrepoint"
Komehyo,Retail,4,4,"Great World, PLQ Mall, Plaza Singapura, Suntec City"
Longchamp,Retail,4,4,"ION Orchard, Paragon, Raffles City Shopping Centre, The Shoppes at Marina Bay Sands"
Longines,Retail,4,4,"Bugis Junction (Part of Bugis Town), Jewel Changi Airport, The Shoppes at Marina Bay Sands, Wisma Atria"
M1,Retail,4,4,"Bugis Junction (Part of Bugis Town), Causeway Point, IMM Building, Tampines Mall"
MINDSPACE,Retail,4,4,"City Square Mall, Greenwich V, Square 2, West Coast Plaza"
MONOLOQ,Retail,4,4,"Clarke Quay Central, Marina Square, One Holland Village, Wisma Atria"
Marks & Spencer,Retail,4,4,"Paragon, Plaza Singapura, Raffles City Shopping Centre, VivoCity"
Mavis Tutorial Centre,Retail,4,4,"AMK Hub, Bedok Mall, Jurong Point, Lot One Shoppers' Mall"
Maybank,Retail,4,4,"Causeway Point, Jurong Point, Northpoint City, PLQ Mall"
Mind Stretcher,Retail,4,4,"Hougang 1, Jurong Point, United Square, Waterway Point"
Mothercare,Retail,4,4,"Marina Square, Northpoint City, Paragon, Plaza Singapura"
MyRepublic,Retail,4,4,"AMK Hub, Bedok Mall, Jem, Jurong Point"
Odoroki,Retail,4,4,"Causeway Point, Jurong Point, PLQ Mall, Westgate"
Oriental Hair Solutions,Retail,4,4,"Causeway Point, Junction 8, Jurong Point, Tampines 1"
Otaku House,Retail,4,4,"Jewel Changi Airport, PLQ Mall, Plaza Singapura, Suntec City"
Peniwern,Retail,4,4,"Bedok Mall, Century Square, Jurong Point, Northpoint City"
Play United,Retail,4,4,"Century Square, Hougang Mall, The Centrepoint, United Square"
Polo Ralph Lauren,Retail,4,4,"Jewel Changi Airport, Paragon, The Shoppes at Marina Bay Sands, VivoCity"
Prada,Retail,4,4,"ION Orchard, Paragon, The Shoppes at Marina Bay Sands, VivoCity"
Repair Station,Retail,4,4,"Century Square, Jurong Point, PLQ Mall, West Coast Plaza"
SL Aesthetic Clinic,Retail,4,4,"Causeway Point, Plaza Singapura, Waterway Point, Westgate"
Sa Sa,Retail,4,4,"Jurong Point, Northpoint City, Tampines 1, Westgate"
Sam Edelman,Retail,4,4,"Jewel Changi Airport, Paragon, Raffles City Shopping Centre, The Shoppes at Marina Bay Sands"
Samsung Experience Store,Retail,4,4,"313@somerset, Causeway Point, Jem, Jurong Point"
Scarlett Supermarket,Retail,4,4,"Lot One Shoppers' Mall, Northpoint City, Plaza Singapura, Westgate"
Serta,Retail,4,4,"City Square Mall, IMM Building, Marina Square, Plaza Singapura"
Shaw Theatres,Retail,4,4,"Jem, Jewel Changi Airport, Lot One Shoppers' Mall, Waterway Point"
Shine Korea,Retail,4,4,"Aperia Mall, Causeway Point, One Holland Village, Tampines 1"
Simply Toys,Retail,4,4,"City Square Mall, Jewel Changi Airport, Plaza Singapura, Suntec City"
Slumberland,Retail,4,4,"IMM Building, Junction 8, Plaza Singapura, Westgate"
Smoovee Skin,Retail,4,4,"Great World, Lot One Shoppers' Mall, Northpoint City, White Sands"
Standard Photo,Retail,4,4,"Funan, Junction 8, Tiong Bahru Plaza, White Sands"
Strip,Retail,4,4,"Great World, Mandarin Gallery, Northpoint City, VivoCity"
Strip & Browhaus,Retail,4,4,"ION Orchard, Plaza Singapura, Raffles City Shopping Centre, Westgate"
Sun Paradise,Retail,4,4,"Jem, Junction 8, Plaza Singapura, VivoCity"
Sweet Home,Retail,4,4,"Jurong Point, Northpoint City, Velocity@Novena Square, White Sands"
TAG Heuer,Retail,4,4,"ION Orchard, Jewel Changi Airport, Raffles City Shopping Centre, The Shoppes at Marina Bay Sands"
TOG,Retail,4,4,"Jem, Jurong Point, Plaza Singapura, Tampines Mall"
TUMI,Retail,4,4,"ION Orchard, Mandarin Gallery, Paragon, The Shoppes at Marina Bay Sands"
Team Salon,Retail,4,4,"Jem, One Holland Village, Raffles City Shopping Centre, VivoCity"
Teo Heng KTV Studio,Retail,4,4,"Causeway Point, Suntec City, The Centrepoint, White Sands"
Teva,Retail,4,4,"Bugis Junction (Part of Bugis Town), ION Orchard, Jewel Changi Airport, VivoCity"
The Ballet School,Retail,4,4,"Junction 10, Northpoint City, West Coast Plaza, Westgate"
The Learning Lab,Retail,4,4,"Century Square, Jem, Tampines Mall, United Square"
The Orange Academy,Retail,4,4,"Century Square, Northpoint City, Tampines 1, Tiong Bahru Plaza"
The Planet Traveller,Retail,4,4,"ION Orchard, Marina Square, Paragon, Westgate"
Time Studio,Retail,4,4,"Causeway Point, Junction 8, Tiong Bahru Plaza, Westgate"
Top Secret STUDIO,Retail,4,4,"AMK Hub, Bugis+ (Part of Bugis Town), Plaza Singapura, Suntec City"
Typo,Retail,4,4,"313@somerset, ION Orchard, Plaza Singapura, VivoCity"
Victoria Facelift,Retail,4,4,"Junction 8, Tiong Bahru Plaza, Waterway Point, White Sands"
WJL 永裕隆,Retail,4,4,"Causeway Point, Northpoint City, VivoCity, Westgate"
WTS Travel,Retail,4,4,"AMK Hub, Causeway Point, Jurong Point, Suntec City"
Wilson,Retail,4,4,"ION Orchard, Jewel Changi Airport, Raffles City Shopping Centre, VivoCity"
Wing Joo Loong,Retail,4,4,"Jurong Point, PLQ Mall, Suntec City, Swing By @ Thomson Plaza"
1Gravity,Retail,3,3,"Funan, Northpoint City, Westgate"
2nd STREET,Retail,3,3,"313@somerset, PLQ Mall, Tiong Bahru Plaza"
3 Little Girls,Retail,3,3,"Orchard Central, Suntec City, White Sands"
6 Elements Hair Spa,Retail,3,3,"Century Square, Lot One Shoppers' Mall, Sengkang Grand Mall"
ALL WOULD ENVY,Retail,3,3,"Junction 8, Plaza Singapura, Tampines Mall"
ALUXE,Retail,3,3,"Jem, Tampines 1, VivoCity"
AXS Station,Retail,3,3,"Bugis+ (Part of Bugis Town), Plaza Singapura, Raffles City Shopping Centre"
ActionCity Plus,Retail,3,3,"Bugis Junction (Part of Bugis Town), Bugis+ (Part of Bugis Town), The Shoppes at Marina Bay Sands"
Advanced Dental,Retail,3,3,"Junction 8, Sengkang Grand Mall, Waterway Point"
Amaris,Retail,3,3,"Jewel Changi Airport, Paragon, VivoCity"
Artary,Retail,3,3,"Tampines Mall, Waterway Point, Westgate"
Aspire Hub Education,Retail,3,3,"Bedok Mall, PLQ Mall, United Square"
BYD by 1826,Retail,3,3,"IMM Building, Suntec City, Waterway Point"
Bed Bath N’ Table,Retail,3,3,"Great World, Plaza Singapura, Suntec City"
Beijing 101,Retail,3,3,"Bedok Mall, Funan, Jem"
Beijing 101 Hair Consultants,Retail,3,3,"Causeway Point, Century Square, Northpoint City"
Bites by Scarlett,Retail,3,3,"Causeway Point, PLQ Mall, Tampines 1"
Books Kinokuniya,Retail,3,3,"Bugis Junction (Part of Bugis Town), Ngee Ann City, Raffles City Shopping Centre"
Box Hunt,Retail,3,3,"Tampines 1, Waterway Point, Westgate"
Browhaus,Retail,3,3,"Great World, Mandarin Gallery, Raffles City Shopping Centre"
By Invite Only,Retail,3,3,"ION Orchard, Raffles City Shopping Centre, Tampines 1"
CARTIER,Retail,3,3,"ION Orchard, Ngee Ann City, The Shoppes at Marina Bay Sands"
CELINE,Retail,3,3,"ION Orchard, Ngee Ann City, The Shoppes at Marina Bay Sands"
CLARINS,Retail,3,3,"Great World, ION Orchard, Westgate"
Chou Niang Jiu Niang,Retail,3,3,"IMM Building, Plaza Singapura, VivoCity"
Chrysalis Spa (Imago),Retail,3,3,"AMK Hub, Jurong Point, The Centrepoint"
Citrusox,Retail,3,3,"Jem, Junction 8, Plaza Singapura"
City Chain,Retail,3,3,"Bugis Junction (Part of Bugis Town), Jem, Northpoint City"
Converse,Retail,3,3,"Bugis Junction (Part of Bugis Town), Jewel Changi Airport, Raffles City Shopping Centre"
Coslab,Retail,3,3,"Northpoint City, The Centrepoint, Waterway Point"
Crocodile,Retail,3,3,"Lot One Shoppers' Mall, VivoCity, White Sands"
DIOR,Retail,3,3,"ION Orchard, Ngee Ann City, The Shoppes at Marina Bay Sands"
DJI,Retail,3,3,"Funan, Jewel Changi Airport, VivoCity"
DMK,Retail,3,3,"Jurong Point, Plaza Singapura, Tampines 1"
DR. LASH,Retail,3,3,"Orchard Central, VivoCity, Westgate"
De Arte Hair Studio,Retail,3,3,"Jurong Point, Northpoint City, Tampines 1"
Diptyque,Retail,3,3,"ION Orchard, Ngee Ann City, Raffles City Shopping Centre"
Dollars & Scent,Retail,3,3,"Bedok Mall, Jurong Point, Northpoint City"
Dyson,Retail,3,3,"Northpoint City, VivoCity, Westgate"
ESINEY,Retail,3,3,"Funan, PLQ Mall, Westgate"
Echo,Retail,3,3,"Bedok Mall, Junction 8, Suntec City"
Estetica,Retail,3,3,"Century Square, Northpoint City, Plaza Singapura"
Everbest,Retail,3,3,"Bedok Mall, Marina Square, VivoCity"
Ex Beauty,Retail,3,3,"Century Square, Northpoint City, Tiong Bahru Plaza"
FENDI,Retail,3,3,"ION Orchard, Ngee Ann City, The Shoppes at Marina Bay Sands"
FRESH,Retail,3,3,"ION Orchard, Jem, Raffles City Shopping Centre"
Fitflop,Retail,3,3,"Jem, Northpoint City, VivoCity"
Fossil,Retail,3,3,"Jem, Suntec City, The Shoppes at Marina Bay Sands"
Foto Express,Retail,3,3,"AMK Hub, Bedok Mall, Jem"
Fred Perry,Retail,3,3,"Bugis Junction (Part of Bugis Town), ION Orchard, Jewel Changi Airport"
Futurum Academy,Retail,3,3,"Funan, Junction 8, United Square"
GG<5,Retail,3,3,"Ngee Ann City, Raffles City Shopping Centre, Suntec City"
GINLEE,Retail,3,3,"Great World, Ngee Ann City, Raffles City Shopping Centre"
GIVENCHY,Retail,3,3,"Paragon, Raffles City Shopping Centre, The Shoppes at Marina Bay Sands"
GLOBAL ART,Retail,3,3,"Junction 10, West Coast Plaza, White Sands"
GUCCI,Retail,3,3,"ION Orchard, Paragon, The Shoppes at Marina Bay Sands"
GUERLAIN,Retail,3,3,"ION Orchard, Raffles City Shopping Centre, The Shoppes at Marina Bay Sands"
Gamemartz,Retail,3,3,"Bugis Junction (Part of Bugis Town), Funan, Plaza Singapura"
Gingersnaps,Retail,3,3,"Paragon, Raffles City Shopping Centre, United Square"
Giordano Ladies,Retail,3,3,"Raffles City Shopping Centre, Suntec City, Wisma Atria"
H&M,Retail,3,3,"Jem, Suntec City, VivoCity"
HAACH,Retail,3,3,"Orchard Central, Raffles City Shopping Centre, The Centrepoint"
HANDS,Retail,3,3,"Great World, Orchard Central, Suntec City"
HOUSE OF TRADITIONAL JAVANESE MASSAGE,Retail,3,3,"Greenwich V, Junction 10, West Coast Plaza"
Heart Springs Spa,Retail,3,3,"Hougang Mall, Tampines 1, Tiong Bahru Plaza"
Highlander London,Retail,3,3,"Jurong Point, Suntec City, Tampines 1"
