shop,type,num_malls,num_outlets,malls
JF Elite,Retail,3,3,"Bugis+ (Part of Bugis Town), City Square Mall, Westgate"
JUDYDOLL,Retail,3,3,"Bugis+ (Part of Bugis Town), Tampines Mall, Wisma Atria"
Jo Malone London,Retail,3,3,"ION Orchard, Raffles City Shopping Centre, The Shoppes at Marina Bay Sands"
KARVA Salon for Ladies,Retail,3,3,"Causeway Point, Northpoint City, Sengkang Grand Mall"
KUMON LEARNING CENTRE,Retail,3,3,"City Square Mall, Great World, Katong V"
Kate Spade New York,Retail,3,3,"Jewel Changi Airport, The Shoppes at Marina Bay Sands, VivoCity"
Kimage,Retail,3,3,"Lot One Shoppers' Mall, Northpoint City, Tiong Bahru Plaza"
Kitchen+Ware,Retail,3,3,"Causeway Point, Northpoint City, Waterway Point"
LA Barbershop,Retail,3,3,"Jurong Point, Lot One Shoppers' Mall, Swing By @ Thomson Plaza"
LAMY,Retail,3,3,"313@somerset, Bugis+ (Part of Bugis Town), Raffles City Shopping Centre"
LOJEL,Retail,3,3,"Funan, Suntec City, VivoCity"
LOVE AND BRAVERY,Retail,3,3,"Jem, Plaza Singapura, Tampines 1"
LUSH,Retail,3,3,"ION Orchard, VivoCity, Wisma Atria"
Lacoste,Retail,3,3,"ION Orchard, VivoCity, Wisma Atria"
Lee Hwa,Retail,3,3,"Bugis Junction (Part of Bugis Town), Jem, VivoCity"
Liang Yi (良医),Retail,3,3,"Funan, Great World, PLQ Mall"
Little Ground,Retail,3,3,"Great World, Paragon, Raffles City Shopping Centre"
Liv Activ,Retail,3,3,"Marina Square, Raffles City Shopping Centre, Velocity@Novena Square"
Louis Vuitton,Retail,3,3,"ION Orchard, Ngee Ann City, The Shoppes at Marina Bay Sands"
Lulucrystalsx,Retail,3,3,"Bugis+ (Part of Bugis Town), ION Orchard, Raffles City Shopping Centre"
MLB,Retail,3,3,"ION Orchard, Mandarin Gallery, VivoCity"
MODE Aesthetics,Retail,3,3,"Bedok Mall, Jem, The Centrepoint"
Maison Margiela,Retail,3,3,"Jewel Changi Airport, Paragon, VivoCity"
Marimekko,Retail,3,3,"ION Orchard, Jewel Changi Airport, Ngee Ann City"
Massimo Dutti,Retail,3,3,"ION Orchard, Jewel Changi Airport, VivoCity"
May Tailor & Laundry,Retail,3,3,"Funan, Marina Square, The Shoppes at Marina Bay Sands"
Mayer,Retail,3,3,"Causeway Point, Century Square, Sengkang Grand Mall"
MediFeet,Retail,3,3,"AMK Hub, Square 2, Tiong Bahru Plaza"
Meilleur Moment,Retail,3,3,"313@somerset, Jewel Changi Airport, Plaza Singapura"
Michael Trio,Retail,3,3,"Jem, Tampines 1, Wisma Atria"
Mobile Fashion,Retail,3,3,"AMK Hub, Lot One Shoppers' Mall, Plaza Singapura"
Moley Apparels,Retail,3,3,"Marina Square, Northpoint City, Westgate"
Mondays Made,Retail,3,3,"Ngee Ann City, The Centrepoint, VivoCity"
My First Skool,Retail,3,3,"Jurong Point, Waterway Point, Westgate"
Myeongdong Hair Studio,Retail,3,3,"Lot One Shoppers' Mall, Westgate, White Sands"
NK Robotics,Retail,3,3,"Northpoint City, Sengkang Grand Mall, Westgate"
NTUC LearningHub,Retail,3,3,"AMK Hub, Causeway Point, Waterway Point"
Nitori,Retail,3,3,"Bugis Junction (Part of Bugis Town), Junction 8, Westgate"
PEARLY LUSTRE,Retail,3,3,"313@somerset, Bugis Junction (Part of Bugis Town), Jewel Changi Airport"
POSB,Retail,3,3,"AMK Hub, Jurong Point, Square 2"
POSB ATM,Retail,3,3,"Aperia Mall, Jem, Lot One Shoppers' Mall"
POSB Bank,Retail,3,3,"Tiong Bahru Plaza, Waterway Point, White Sands"
PUMA,Retail,3,3,"313@somerset, Bugis+ (Part of Bugis Town), VivoCity"
Panda Chan,Retail,3,3,"Clarke Quay Central, Jurong Point, Swing By @ Thomson Plaza"
PlayFACTO School,Retail,3,3,"Junction 10, Katong V, Waterway Point"
Precious Thoughts,Retail,3,3,"Jem, Marina Square, Plaza Singapura"
Premier Dead Sea,Retail,3,3,"AMK Hub, Jem, Tampines 1"
Prime Auto Care,Retail,3,3,"Great World, Junction 8, VivoCity"
Purpur,Retail,3,3,"Bugis Junction (Part of Bugis Town), Northpoint City, Tampines 1"
QB Premium,Retail,3,3,"Bugis Junction (Part of Bugis Town), One Holland Village, Raffles City Shopping Centre"
RANDY INDULGENCE ACAI BAR,Retail,3,3,"AMK Hub, Junction 8, Plaza Singapura"
Rituals,Retail,3,3,"ION Orchard, Jem, VivoCity"
Running Lab,Retail,3,3,"Bugis Junction (Part of Bugis Town), Marina Square, Velocity@Novena Square"
SAINT LAURENT,Retail,3,3,"ION Orchard, Paragon, The Shoppes at Marina Bay Sands"
SHINE,Retail,3,3,"Jurong Point, Northpoint City, PLQ Mall"
SHISEIDO,Retail,3,3,"ION Orchard, Jem, Tampines Mall"
SLEEPNIGHT,Retail,3,3,"Bedok Mall, City Square Mall, Northpoint City"
SONY,Retail,3,3,"313@somerset, One Holland Village, Westgate"
Safewell,Retail,3,3,"IMM Building, Plaza Singapura, Tiong Bahru Plaza"
Scent by SIX,Retail,3,3,"313@somerset, Bugis Junction (Part of Bugis Town), Jem"
Sea Horse,Retail,3,3,"Causeway Point, Century Square, Junction 8"
Seafolly,Retail,3,3,"Great World, Raffles City Shopping Centre, Wisma Atria"
Setirom,Retail,3,3,"Jewel Changi Airport, Plaza Singapura, Suntec City"
Simba,Retail,3,3,"AMK Hub, Junction 8, Jurong Point"
Simmons Gallery,Retail,3,3,"IMM Building, PLQ Mall, Raffles City Shopping Centre"
SneakSurf,Retail,3,3,"Bugis Junction (Part of Bugis Town), Suntec City, Tampines Mall"
Sothys Premium Salon,Retail,3,3,"Bedok Mall, Mandarin Gallery, Northpoint City"
Swatch,Retail,3,3,"ION Orchard, The Shoppes at Marina Bay Sands, VivoCity"
THE EDITOR'S MARKET,Retail,3,3,"Great World, Jem, Tampines 1"
TK TrichoKare,Retail,3,3,"Jurong Point, Ngee Ann City, Velocity@Novena Square"
TUDOR,Retail,3,3,"ION Orchard, Jewel Changi Airport, The Shoppes at Marina Bay Sands"
The Ballet & Music Company,Retail,3,3,"Jurong Point, Sengkang Grand Mall, United Square"
The Digital Gadgets,Retail,3,3,"Jewel Changi Airport, Plaza Singapura, The Shoppes at Marina Bay Sands"
The Flip Flop Shop,Retail,3,3,"Century Square, Jurong Point, Northpoint City"
The Hour Glass,Retail,3,3,"Ngee Ann City, Paragon, VivoCity"
The Oaks Cellars,Retail,3,3,"Great World, Mandarin Gallery, The Shoppes at Marina Bay Sands"
The Shirt Bar,Retail,3,3,"Jewel Changi Airport, Suntec City, VivoCity"
The Thai Spa,Retail,3,3,"Orchard Central, Plaza Singapura, Suntec City"
The Whisky Distillery,Retail,3,3,"ION Orchard, Jem, The Shoppes at Marina Bay Sands"
Tiffany & Co.,Retail,3,3,"ION Orchard, Ngee Ann City, The Shoppes at Marina Bay Sands"
Toy Outpost,Retail,3,3,"Northpoint City, Plaza Singapura, Suntec City"
Turtle,Retail,3,3,"Hougang Mall, Marina Square, PLQ Mall"
UNBOTTLED,Retail,3,3,"Bugis Junction (Part of Bugis Town), Great World, VivoCity"
V Aesthetics Hair Grow,Retail,3,3,"Plaza Singapura, Raffles City Shopping Centre, Westgate"
VALENTINO,Retail,3,3,"ION Orchard, The Shoppes at Marina Bay Sands, VivoCity"
Van Cleef & Arpels,Retail,3,3,"ION Orchard, Ngee Ann City, The Shoppes at Marina Bay Sands"
Vintage Studio Hairdressing Spa,Retail,3,3,"Bedok Mall, Bugis Junction (Part of Bugis Town), Westgate"
X-Craft,Retail,3,3,"Causeway Point, Jurong Point, Tampines Mall"
YEAH GELATO 野人先生,Retail,3,3,"IMM Building, Plaza Singapura, Tampines Mall"
YISHION,Retail,3,3,"Bugis+ (Part of Bugis Town), Jurong Point, Westgate"
Yale Smart Shop,Retail,3,3,"Causeway Point, Jurong Point, Northpoint City"
Yale [The S&L House],Retail,3,3,"Bedok Mall, Sengkang Grand Mall, United Square"
Yamaha (Music Store & Music School),Retail,3,3,"Plaza Singapura, Tampines Mall, Westgate"
ZOFF,Retail,3,3,"ION Orchard, Jurong Point, Orchard Central"
Zero Healthcare,Retail,3,3,"Causeway Point, Century Square, IMM Building"
Zhong Yan Tang,Retail,3,3,"AMK Hub, Northpoint City, Plaza Singapura"
avenue,Retail,3,3,"Jem, Northpoint City, Tampines Mall"
homestolife,Retail,3,3,"City Square Mall, Great World, Marina Square"
iROO,Retail,3,3,"Great World, Ngee Ann City, Raffles City Shopping Centre"
Club21,Retail,2,3,"Raffles City Shopping Centre, The Shoppes at Marina Bay Sands"
& Other Stories,Retail,2,2,"ION Orchard, Raffles City Shopping Centre"
20dB Digisound,Retail,2,2,"Square 2, Westgate"
3T Mobile,Retail,2,2,"IMM Building, Sengkang Grand Mall"
3TMOBILESTORY,Retail,2,2,"Century Square, VivoCity"
52TOYS,Retail,2,2,"Great World, Westgate"
99 PERCENT HAIR STUDIO,Retail,2,2,"Bedok Mall, Orchard Central"
A.R.Money Exchange,Retail,2,2,"Junction 8, Lot One Shoppers' Mall"
ALLU,Retail,2,2,"Jem, Tampines 1"
AUBE BEAUTY SALON,Retail,2,2,"Clarke Quay Central, Marina Square"
AWHSOME by Hyggerium,Retail,2,2,"Jewel Changi Airport, One Holland Village"
Absolute Bedding,Retail,2,2,"Century Square, IMM Building"
Adore Cosmetics,Retail,2,2,"Plaza Singapura, VivoCity"
Airbot,Retail,2,2,"Jem, Tampines Mall"
All Watches,Retail,2,2,"Bugis Junction (Part of Bugis Town), Wisma Atria"
Allbest Exchange,Retail,2,2,"Jurong Point, PLQ Mall"
Anake,Retail,2,2,"Hougang Mall, White Sands"
Another One,Retail,2,2,"Bugis Junction (Part of Bugis Town), Velocity@Novena Square"
Apple,Retail,2,2,"Jewel Changi Airport, The Shoppes at Marina Bay Sands"
Arch Angel,Retail,2,2,"One Holland Village, Westgate"
Authorised Mi Store,Retail,2,2,"Jem, Suntec City"
BACCARAT,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
BAOZHITANG CHINESE MEDICINE AND THERAPY CENTRE,Retail,2,2,"Katong V, West Coast Plaza"
BIG MAMA,Retail,2,2,"Ngee Ann City, West Coast Plaza"
BLANCPAIN,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
BLÉ DE FONTY,Retail,2,2,"313@somerset, VivoCity"
BMF The Aesthetics People,Retail,2,2,"Jurong Point, Marina Square"
BOGGI Milano,Retail,2,2,"Ngee Ann City, Paragon"
BOLON,Retail,2,2,"Junction 8, Wisma Atria"
BONIA,Retail,2,2,"Northpoint City, Westgate"
BOSE,Retail,2,2,"Funan, Paragon"
BREGUET,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
BUCCELLATI,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
BUD COSMETICS,Retail,2,2,"Mandarin Gallery, Square 2"
BVLGARI,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
BYD,Retail,2,2,"Suntec City, VivoCity"
Balenciaga,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
Barehands,Retail,2,2,"Funan, Ngee Ann City"
Beijing Language School,Retail,2,2,"Jurong Point, Waterway Point"
Bell & Ross,Retail,2,2,"Mandarin Gallery, The Shoppes at Marina Bay Sands"
Bellezza Aesthetics,Retail,2,2,"Plaza Singapura, Raffles City Shopping Centre"
Berluti,Retail,2,2,"Ngee Ann City, The Shoppes at Marina Bay Sands"
Berries World of Learning School,Retail,2,2,"Northpoint City, West Coast Plaza"
Best Perfume Store,Retail,2,2,"Plaza Singapura, Westgate"
Bio Organicare,Retail,2,2,"Century Square, Plaza Singapura"
BodyWerkz,Retail,2,2,"Square 2, Tampines 1"
Bolon Eyewear,Retail,2,2,"Suntec City, Waterway Point"
Bottega Veneta,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
Bratpack,Retail,2,2,"Bugis Junction (Part of Bugis Town), The Centrepoint"
Braun Buffel,Retail,2,2,"ION Orchard, Westgate"
Braun Büffel,Retail,2,2,"Suntec City, VivoCity"
Breitling,Retail,2,2,"Raffles City Shopping Centre, The Shoppes at Marina Bay Sands"
Brunello Cucinelli,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
CHAUMET,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
CHESS AT THREE,Retail,2,2,"Katong V, United Square"
CHOPARD,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
CHRISTIAN LOUBOUTIN,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
COCORO,Retail,2,2,"Plaza Singapura, Tiong Bahru Plaza"
COTTON ON BODY,Retail,2,2,"ION Orchard, Plaza Singapura"
CUCKOO,Retail,2,2,"City Square Mall, Westgate"
Cellini,Retail,2,2,"Suntec City, The Centrepoint"
Cheryl W,Retail,2,2,"Century Square, Tiong Bahru Plaza"
China Mobile CMLink,Retail,2,2,"Jem, PLQ Mall"
Christofle,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
Click – Photo Ideas,Retail,2,2,"Great World, VivoCity"
Climb Central,Retail,2,2,"Funan, Velocity@Novena Square"
CocoArt,Retail,2,2,"Marina Square, Westgate"
Columbia,Retail,2,2,"Jewel Changi Airport, Paragon"
Confucius Mandarin,Retail,2,2,"Northpoint City, Tampines Mall"
Connor,Retail,2,2,"Bugis+ (Part of Bugis Town), VivoCity"
Cortina Watch,Retail,2,2,"Paragon, Raffles City Shopping Centre"
Cristofori Music School,Retail,2,2,"AMK Hub, Junction 8"
Cube-i,Retail,2,2,"AMK Hub, Tampines 1"
Customer Service Counter (Causeway Point),Retail,2,2,"Causeway Point, Northpoint City"
Cuttour Hair Studio,Retail,2,2,"Jewel Changi Airport, PLQ Mall"
D & C (Design & Comfort),Retail,2,2,"Bedok Mall, Northpoint City"
DENIM D'Artisan,Retail,2,2,"313@somerset, VivoCity"
DIESEL,Retail,2,2,"ION Orchard, Paragon"
DR HAACH,Retail,2,2,"Orchard Central, Raffles City Shopping Centre"
DRx Clinic,Retail,2,2,"Jurong Point, PLQ Mall"
Daiso Japan,Retail,2,2,"Marina Square, VivoCity"
De Silver,Retail,2,2,"AMK Hub, Northpoint City"
Descente,Retail,2,2,"Jewel Changi Airport, Raffles City Shopping Centre"
Desigual,Retail,2,2,"ION Orchard, VivoCity"
Diamond2®,Retail,2,2,"VivoCity, Wisma Atria"
Dior Beauty,Retail,2,2,"Raffles City Shopping Centre, The Shoppes at Marina Bay Sands"
Dolce & Gabbana,Retail,2,2,"Ngee Ann City, The Shoppes at Marina Bay Sands"
Dorra Slimming,Retail,2,2,"Northpoint City, Tiong Bahru Plaza"
Dr J,Retail,2,2,"Bedok Mall, Century Square"
Dr. Kong,Retail,2,2,"Causeway Point, Jem"
Dr.Bags,Retail,2,2,"Junction 8, Plaza Singapura"
Dreame,Retail,2,2,"Funan, Westgate"
EICHITOO,Retail,2,2,"Bugis Junction (Part of Bugis Town), VivoCity"
ESCENTIALS,Retail,2,2,"ION Orchard, Paragon"
ESTÉE LAUDER (ESTEE LAUDER),Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
EVISU,Retail,2,2,"ION Orchard, Jewel Changi Airport"
EYE LEVEL,Retail,2,2,"City Square Mall, West Coast Plaza"
Eazea Smart Lock,Retail,2,2,"Causeway Point, Tampines 1"
EduGrove Mandarin Enrichment Centre,Retail,2,2,"AMK Hub, White Sands"
Elements Wellness,Retail,2,2,"313@somerset, The Centrepoint"
Elite Supplements,Retail,2,2,"Funan, VivoCity"
Emporio Armani,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
Evergreen Stationery,Retail,2,2,"Great World, Suntec City"
Eyedentity,Retail,2,2,"Bugis Junction (Part of Bugis Town), PLQ Mall"
FAT HOPE,Retail,2,2,"Aperia Mall, Bugis Junction (Part of Bugis Town)"
FILA FUSION,Retail,2,2,"Bugis Junction (Part of Bugis Town), Orchard Central"
FLAMING QUEEN,Retail,2,2,"Mandarin Gallery, Paragon"
FOND,Retail,2,2,"Jem, Velocity@Novena Square"
FOR THE LOVE OF LAUNDRY,Retail,2,2,"One Holland Village, United Square"
FRANCK MULLER,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
Fash Mob,Retail,2,2,"Funan, Plaza Singapura"
Ferragamo,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
Flower Matters,Retail,2,2,"ION Orchard, The Centrepoint"
Flying Tiger Copenhagen,Retail,2,2,"Bugis+ (Part of Bugis Town), Wisma Atria"
Foot Locker,Retail,2,2,"Jewel Changi Airport, VivoCity"
Forever New,Retail,2,2,"Raffles City Shopping Centre, Wisma Atria"
Fortune Wigs,Retail,2,2,"Century Square, Northpoint City"
Freeman Florist,Retail,2,2,"Waterway Point, White Sands"
From There On,Retail,2,2,"Plaza Singapura, Tampines 1"
GENTLE MONSTER,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
GEOX,Retail,2,2,"Clarke Quay Central, The Centrepoint"
GOLDLION,Retail,2,2,"Jurong Point, VivoCity"
GRAFF,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
Gift.ed by Turtle,Retail,2,2,"313@somerset, Jem"
Giorgio Armani,Retail,2,2,"Ngee Ann City, The Shoppes at Marina Bay Sands"
Glamour + Nail.Lash.Brow Studio,Retail,2,2,"Century Square, Jem"
Glamour Beauty,Retail,2,2,"Hougang Mall, PLQ Mall"
Grand Seiko,Retail,2,2,"Jewel Changi Airport, The Shoppes at Marina Bay Sands"
Gucci Beauty,Retail,2,2,"ION Orchard, Raffles City Shopping Centre"
HAKO,Retail,2,2,"Jem, Jurong Point"
HERMÈS (HERMES),Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
HI-CLAW,Retail,2,2,"United Square, West Coast Plaza"
HIART,Retail,2,2,"Junction 10, United Square"
HOKA,Retail,2,2,"ION Orchard, Raffles City Shopping Centre"
HUA LANGUAGE CENTRE,Retail,2,2,"Greenwich V, United Square"
HUBLOT,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
Hang Ten,Retail,2,2,"Hougang Mall, Northpoint City"
Happie,Retail,2,2,"Jurong Point, Tampines 1"
Healing Touch Spa,Retail,2,2,"One Holland Village, The Centrepoint"
Hills Aesthetics Clinic,Retail,2,2,"313@somerset, Jem"
Hom Yoga,Retail,2,2,"Orchard Central, Valley Point"
House of Kpop,Retail,2,2,"Jem, Plaza Singapura"
Hunter,Retail,2,2,"Plaza Singapura, Suntec City"
ICBC,Retail,2,2,"AMK Hub, Waterway Point"
ICON Aesthetics,Retail,2,2,"Century Square, Wisma Atria"
ILDO TAEKWONDO,Retail,2,2,"HillV2, West Coast Plaza"
INI8TIVE,Retail,2,2,"Jurong Point, Lot One Shoppers' Mall"
ISLAND SHOP,Retail,2,2,"Clarke Quay Central, Marina Square"
IWC SCHAFFHAUSEN,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
Ian Darcy EAU DE PARFUM,Retail,2,2,"Junction 8, Lot One Shoppers' Mall"
Insta360,Retail,2,2,"Plaza Singapura, Suntec City"
JAEGER-LECOULTRE,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
JD,Retail,2,2,"Funan, VivoCity"
JD Sports,Retail,2,2,"Bugis+ (Part of Bugis Town), ION Orchard"
JOYRE TCMEDI SPA,Retail,2,2,"Hougang 1, Square 2"
JUNGSAEMMOOL,Retail,2,2,"ION Orchard, VivoCity"
Jas-Indulge,Retail,2,2,"IMM Building, West Coast Plaza"
Jean Yip,Retail,2,2,"AMK Hub, Jurong Point"
Jean Yip Beauty & Slimming,Retail,2,2,"Causeway Point, Westgate"
Jean Yip Hair & Hair Spa,Retail,2,2,"Bedok Mall, VivoCity"
Jewel Cafe,Retail,2,2,"Jem, Junction 8"
Jimmy Choo,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
Jonsson Protein Healthy Hair Growth,Retail,2,2,"Plaza Singapura, Westgate"
Joyre TCMedi Clinic,Retail,2,2,"Causeway Point, VivoCity"
Jullia Olger,Retail,2,2,"Square 2, The Centrepoint"
Junior Page,Retail,2,2,"Great World, The Centrepoint"
JustCo,Retail,2,2,"Marina Square, The Centrepoint"
K-Market,Retail,2,2,"Northpoint City, West Coast Plaza"
K.LAB,Retail,2,2,"Waterway Point, Westgate"
K.STAR,Retail,2,2,"Orchard Central, Plaza Singapura"
K.STAR KARAOKE,Retail,2,2,"CQ @ Clarke Quay, PLQ Mall"
KBOX,Retail,2,2,"Bugis+ (Part of Bugis Town), Junction 8"
KLARRA,Retail,2,2,"ION Orchard, Raffles City Shopping Centre"
Karva Salon for Family,Retail,2,2,"Century Square, Plaza Singapura"
Kawai Music School,Retail,2,2,"City Square Mall, The Centrepoint"
Kawata House of Socks,Retail,2,2,"AMK Hub, Bedok Mall"
Kinohimitsu,Retail,2,2,"Northpoint City, PLQ Mall"
LA Barbershop / LA Cowboy Kids,Retail,2,2,"Great World, VivoCity"
LA MER,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
LA PRAIRIE,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
LAGOON LAUNDRY,Retail,2,2,"Katong V, PLQ Mall"
LEICA,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
LI-NING,Retail,2,2,"Bugis+ (Part of Bugis Town), Plaza Singapura"
LIANG YI TCM,Retail,2,2,"Tampines 1, United Square"
LIOU&LANS,Retail,2,2,"PLQ Mall, Wisma Atria"
LOEWE,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
LORO PIANA,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
LOVET,Retail,2,2,"ION Orchard, VivoCity"
LUX BOUTIQUE,Retail,2,2,"Plaza Singapura, Suntec City"
LWL,Retail,2,2,"AMK Hub, Northpoint City"
Ladyfinger,Retail,2,2,"AMK Hub, Tampines 1"
Le Petit Society,Retail,2,2,"Jewel Changi Airport, Paragon"
Leftfoot,Retail,2,2,"Mandarin Gallery, Marina Square"
Life 4 Cuts,Retail,2,2,"313@somerset, Jurong Point"
Life4Cut,Retail,2,2,"Bugis Junction (Part of Bugis Town), Suntec City"
Limited Edt,Retail,2,2,"313@somerset, The Shoppes at Marina Bay Sands"
Little Kingdom by Unisprings,Retail,2,2,"City Square Mall, IMM Building"
Little Match Girl,Retail,2,2,"Raffles City Shopping Centre, Wisma Atria"
MAD PARFUMEUR,Retail,2,2,"Bugis Junction (Part of Bugis Town), Westgate"
MAJE,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
MASTER-FIX SERVICES,Retail,2,2,"ION Orchard, Paragon"
MBT,Retail,2,2,"Paragon, Suntec City"
MCM,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
MO&Co.,Retail,2,2,"Jewel Changi Airport, Raffles City Shopping Centre"
MR. D.I.Y.,Retail,2,2,"Junction 10, West Coast Plaza"
Ma Kuang TCM,Retail,2,2,"Causeway Point, Hougang Mall"
Ma Kuang TCM Medical Centre,Retail,2,2,"Plaza Singapura, Westgate"
Maison Francis Kurkdjian,Retail,2,2,"Ngee Ann City, Raffles City Shopping Centre"
Marni,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
Max Mara,Retail,2,2,"Mandarin Gallery, The Shoppes at Marina Bay Sands"
Maybank ATM,Retail,2,2,"IMM Building, Plaza Singapura"
Melissa,Retail,2,2,"PLQ Mall, Wisma Atria"
Metro,Retail,2,2,"Causeway Point, Paragon"
Michael Kors,Retail,2,2,"Mandarin Gallery, VivoCity"
Milly’s,Retail,2,2,"Jem, Tampines 1"
Mirage Aesthetic,Retail,2,2,"Raffles City Shopping Centre, Westgate"
Miu Miu,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
Mobile Life,Retail,2,2,"Junction 8, Northpoint City"
Moleskine,Retail,2,2,"Ngee Ann City, Paragon"
Money Changer,Retail,2,2,"City Square Mall, Ngee Ann City"
Montblanc,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
Moynat,Retail,2,2,"Ngee Ann City, The Shoppes at Marina Bay Sands"
Multiflora TCM Spa,Retail,2,2,"AMK Hub, Westgate"
My Greatest Child,Retail,2,2,"Jewel Changi Airport, Plaza Singapura"
My Gym,Retail,2,2,"Great World, Westgate"
NARS,Retail,2,2,"Bugis Junction (Part of Bugis Town), Ngee Ann City"
NATURELAND SPA. PREMIUM,Retail,2,2,"ION Orchard, Jewel Changi Airport"
NB 1906,Retail,2,2,"Bugis Junction (Part of Bugis Town), ION Orchard"
Nail Addiction,Retail,2,2,"Century Square, United Square"
Nail Bliss,Retail,2,2,"Sengkang Grand Mall, Velocity@Novena Square"
Nails & Good Company,Retail,2,2,"Plaza Singapura, Tampines 1"
Nailz Haus,Retail,2,2,"Mandarin Gallery, Ngee Ann City"
Nature's Farm,Retail,2,2,"Century Square, Junction 8"
Natureland Spa . Therapy,Retail,2,2,"CQ @ Clarke Quay, VivoCity"
New Nada Barber,Retail,2,2,"Century Square, Tiong Bahru Plaza"
Nike,Retail,2,2,"Jewel Changi Airport, Suntec City"
NoFrills Dental,Retail,2,2,"Marina Square, Suntec City"
OH!SOME,Retail,2,2,"Suntec City, Tampines 1"
OMEGA,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
OODLES LEARNING,Retail,2,2,"Junction 10, Katong V"
ORGANIC EXPRESS HAIR COLOR LAB,Retail,2,2,"One Holland Village, West Coast Plaza"
ORGANIC HAIR REGROWTH SOLUTIONS,Retail,2,2,"Orchard Central, PLQ Mall"
ORGANIC WAY SALON,Retail,2,2,"Bugis+ (Part of Bugis Town), Sengkang Grand Mall"
ORIENT CROWN,Retail,2,2,"Paragon, The Shoppes at Marina Bay Sands"
OTO,Retail,2,2,"Bedok Mall, Tampines Mall"
OUR SECOND NATURE,Retail,2,2,"Great World, One Holland Village"
OWELL,Retail,2,2,"IMM Building, Tampines Mall"
One2Play,Retail,2,2,"City Square Mall, Waterway Point"
Outside,Retail,2,2,"313@somerset, Marina Square"
Owell BodyCare,Retail,2,2,"Causeway Point, Hougang Mall"
PANERAI,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
PATEK PHILIPPE,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
PHOENIX MEDICAL GROUP,Retail,2,2,"Greenwich V, HillV2"
PHS HAIRSCIENCE®,Retail,2,2,"Bedok Mall, Ngee Ann City"
PIAGET,Retail,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
PICOTA NAIL SPA,Retail,2,2,"ION Orchard, Jewel Changi Airport"
PINC,Retail,2,2,"Causeway Point, Waterway Point"
PUMA Outlet,Retail,2,2,"City Square Mall, IMM Building"
Parfums Christian Dior,Retail,2,2,"ION Orchard, VivoCity"
Pavonine House,Retail,2,2,"Square 2, The Centrepoint"
Penhaligon's,Retail,2,2,"Raffles City Shopping Centre, The Shoppes at Marina Bay Sands"
Petit Bateau,Retail,2,2,"Marina Square, Paragon"
Platinum Yoga,Retail,2,2,"AMK Hub, Jurong Point"
Play-e,Retail,2,2,"AMK Hub, Bedok Mall"
Pomellato,Retail,2,2,"Ngee Ann City, The Shoppes at Marina Bay Sands"
Pramwash,Retail,2,2,"United Square, VivoCity"
Pro Trim Hair Studio,Retail,2,2,"Jem, Ngee Ann City"
Propeller,Retail,2,2,"Funan, Plaza Singapura"
QB Premium Haircut & Style,Retail,2,2,"313@somerset, Suntec City"
QUEEN EXCLUSIVE COLLECTION,Retail,2,2,"Marina Square, Square 2"
