shop,type,num_malls,num_outlets,malls
Melvados,F&B,5,5,"AMK Hub, Hougang 1, Jem, Jurong Point, PLQ Mall"
Mr. Onigiri,F&B,5,5,"Funan, Hougang 1, Icon Village, Northpoint City, VivoCity"
Ottie Pancakes,F&B,5,5,"Aperia Mall, Funan, Jurong Point, Suntec City, Swing By @ Thomson Plaza"
Pepper Lunch,F&B,5,5,"AMK Hub, Bedok Mall, Jem, Jurong Point, Tampines 1"
PrimaDéli,F&B,5,5,"Causeway Point, Lot One Shoppers' Mall, Northpoint City, Waterway Point, White Sands"
Seoul Garden,F&B,5,5,"Bugis Junction (Part of Bugis Town), IMM Building, Marina Square, Northpoint City, Tampines Mall"
Shabu Sai,F&B,5,5,"Causeway Point, Northpoint City, Orchard Central, Tampines 1, Westgate"
Soup Restaurant,F&B,5,5,"Hougang Mall, Jewel Changi Airport, Paragon, Suntec City, United Square"
Tonkatsu ENbiton,F&B,5,5,"313@somerset, Causeway Point, Jem, Suntec City, VivoCity"
Twyst,F&B,5,5,"ION Orchard, Jem, Northpoint City, Sengkang Grand Mall, White Sands"
Venchi,F&B,5,5,"ION Orchard, Paragon, Raffles City Shopping Centre, The Shoppes at Marina Bay Sands, VivoCity"
YGF MALATANG,F&B,5,5,"Bugis+ (Part of Bugis Town), Northpoint City, Plaza Singapura, Tampines Mall, Westgate"
108 Matcha Saro,F&B,4,4,"Bugis Junction (Part of Bugis Town), ION Orchard, Suntec City, Tampines 1"
365 Juices Bar,F&B,4,4,"Great World, Marina Square, Suntec City, The Centrepoint"
ASTONS Steak & Salad,F&B,4,4,"City Square Mall, Marina Square, Square 2, The Centrepoint"
Ajisen Tanjiro,F&B,4,4,"Bedok Mall, Causeway Point, Hougang Mall, IMM Building"
BATTERCATCH,F&B,4,4,"Bedok Mall, Great World, Orchard Central, VivoCity"
Cakebar,F&B,4,4,"One Holland Village, Square 2, VivoCity, Waterway Point"
Cellarbration,F&B,4,4,"Marina Square, Northpoint City, Plaza Singapura, Tampines Mall"
Chocolate Origin,F&B,4,4,"City Square Mall, Junction 8, Jurong Point, Northpoint City"
CoCo ICHIBANYA,F&B,4,4,"Bugis+ (Part of Bugis Town), PLQ Mall, Plaza Singapura, Suntec City"
Da Paolo Gastronomia,F&B,4,4,"Great World, Paragon, Raffles City Shopping Centre, VivoCity"
Dough Magic,F&B,4,4,"AMK Hub, Jurong Point, Northpoint City, VivoCity"
Duke Bakery,F&B,4,4,"Sengkang Grand Mall, Swing By @ Thomson Plaza, United Square, White Sands"
Délifrance,F&B,4,4,"Causeway Point, Northpoint City, Tampines 1, Waterway Point"
Food Junction,F&B,4,4,"Great World, Junction 8, Lot One Shoppers' Mall, Westgate"
Geláre,F&B,4,4,"Bugis+ (Part of Bugis Town), Causeway Point, Northpoint City, White Sands"
Ho Kee Pau,F&B,4,4,"AMK Hub, Bedok Mall, Causeway Point, Lot One Shoppers' Mall"
Hoshino Coffee,F&B,4,4,"ION Orchard, Plaza Singapura, Suntec City, United Square"
Josh's Grill,F&B,4,4,"313@somerset, Bugis Junction (Part of Bugis Town), Jewel Changi Airport, Velocity@Novena Square"
KOI Express,F&B,4,4,"313@somerset, Jewel Changi Airport, Square 2, Wisma Atria"
Koong Woh Tong,F&B,4,4,"Funan, Hougang Mall, Northpoint City, VivoCity"
LITTLE POND,F&B,4,4,"Bedok Mall, Jurong Point, Northpoint City, One Holland Village"
Lao Huo Tang,F&B,4,4,"Causeway Point, Jurong Point, Marina Square, Waterway Point"
Le Shrimp Ramen,F&B,4,4,"Paragon, Plaza Singapura, Sengkang Grand Mall, VivoCity"
LeNu Chef Wai’s Noodle Bar,F&B,4,4,"Bedok Mall, Bugis Junction (Part of Bugis Town), Jem, VivoCity"
Mamma Mia Trattoria E Caffè,F&B,4,4,"Jewel Changi Airport, Suntec City, Tampines 1, Waterway Point"
Nando's,F&B,4,4,"Bugis Junction (Part of Bugis Town), Jurong Point, Plaza Singapura, Tampines Mall"
Now Pizza,F&B,4,4,"Funan, Jurong Point, Sengkang Grand Mall, Swing By @ Thomson Plaza"
Nunsaram Korean Dessert Cafe,F&B,4,4,"Bugis Junction (Part of Bugis Town), Junction 8, Plaza Singapura, Westgate"
Old Tea Hut,F&B,4,4,"Century Square, Jem, Northpoint City, Velocity@Novena Square"
PANDA CHAN SNACK,F&B,4,4,"Bedok Mall, Funan, Plaza Singapura, VivoCity"
PS.CAFE,F&B,4,4,"Great World, Jewel Changi Airport, Paragon, Raffles City Shopping Centre"
Papa Ayam,F&B,4,4,"313@somerset, City Square Mall, Northpoint City, PLQ Mall"
Popeyes,F&B,4,4,"IMM Building, Northpoint City, Tampines 1, West Coast Plaza"
Red Ginger,F&B,4,4,"Causeway Point, IMM Building, Jurong Point, Lot One Shoppers' Mall"
Ritz Apple Strudel,F&B,4,4,"Bedok Mall, Bugis Junction (Part of Bugis Town), Great World, Junction 8"
Rive Gauche Patisserie,F&B,4,4,"ION Orchard, Northpoint City, Raffles City Shopping Centre, Tampines 1"
Saap Saap Thai,F&B,4,4,"Bedok Mall, Funan, IMM Building, White Sands"
Shihlin Taiwan Street Food,F&B,4,4,"IMM Building, Tiong Bahru Plaza, Waterway Point, White Sands"
So Pho,F&B,4,4,"Jem, Tampines Mall, Velocity@Novena Square, Waterway Point"
Tai Chong Kok,F&B,4,4,"Northpoint City, Swing By @ Thomson Plaza, Tampines Mall, Waterway Point"
Tempura-EN,F&B,4,4,"Great World, Jewel Changi Airport, Suntec City, VivoCity"
Tokyo Shokudo,F&B,4,4,"Lot One Shoppers' Mall, Tampines Mall, VivoCity, Waterway Point"
Tonkatsu by Ma Maison,F&B,4,4,"Jewel Changi Airport, Mandarin Gallery, Tiong Bahru Plaza, Westgate"
Wanpo Tea Shop,F&B,4,4,"Jem, Northpoint City, Suntec City, Tampines 1"
White Restaurant,F&B,4,4,"IMM Building, Jewel Changi Airport, Suntec City, Waterway Point"
YOSHINOYA,F&B,4,4,"Bedok Mall, Bugis Junction (Part of Bugis Town), Causeway Point, Junction 8"
Yuen Kee Dumpling,F&B,4,4,"AMK Hub, Funan, IMM Building, Westgate"
rumeL,F&B,4,4,"Bugis+ (Part of Bugis Town), Hougang Mall, PLQ Mall, Tiong Bahru Plaza"
% Arabica (Temporarily closed),F&B,3,3,"313@somerset, Jewel Changi Airport, The Shoppes at Marina Bay Sands"
85 Redhill Teochew Fishball Noodles,F&B,3,3,"Plaza Singapura, Valley Point, White Sands"
A HOT HIDEOUT,F&B,3,3,"Aperia Mall, Bugis Junction (Part of Bugis Town), Junction 10"
A&W,F&B,3,3,"Jewel Changi Airport, Jurong Point, VivoCity"
Ajisen Ramen,F&B,3,3,"Bugis Junction (Part of Bugis Town), Junction 8, Lot One Shoppers' Mall"
Au Croissant,F&B,3,3,"Valley Point, Waterway Point, West Coast Plaza"
Ayam Penyet President,F&B,3,3,"Century Square, Northpoint City, White Sands"
BBQ Box 串烧工坊,F&B,3,3,"AMK Hub, Jem, Jurong Point"
Bali Thai,F&B,3,3,"Causeway Point, Ngee Ann City, Suntec City"
Big Fish Small Fish,F&B,3,3,"Bugis Junction (Part of Bugis Town), Century Square, Suntec City"
BreadTalk/Toast Box,F&B,3,3,"Northpoint City, Tiong Bahru Plaza, Waterway Point"
Bulgogi Syo,F&B,3,3,"Bugis Junction (Part of Bugis Town), Suntec City, VivoCity"
CHA MULAN,F&B,3,3,"IMM Building, Jewel Changi Airport, Suntec City"
Cai-Ca,F&B,3,3,"Bugis Junction (Part of Bugis Town), Century Square, Northpoint City"
Candy Empire,F&B,3,3,"313@somerset, Suntec City, VivoCity"
Casa Vostra,F&B,3,3,"Jem, Raffles City Shopping Centre, Tampines Mall"
Chewy Junior,F&B,3,3,"Bugis Junction (Part of Bugis Town), Sengkang Grand Mall, White Sands"
Chicken Pie Kitchen & Don Signature Crab,F&B,3,3,"AMK Hub, White Sands, Wisma Atria"
CocoCane,F&B,3,3,"City Square Mall, Lot One Shoppers' Mall, Waterway Point"
Cookhouse by Koufu,F&B,3,3,"Velocity@Novena Square, Waterway Point, White Sands"
Cut Butchery,F&B,3,3,"Bedok Mall, Swing By @ Thomson Plaza, Tampines Mall"
D'Penyetz,F&B,3,3,"Jem, PLQ Mall, Tiong Bahru Plaza"
Dapur Penyet,F&B,3,3,"Funan, The Centrepoint, Tiong Bahru Plaza"
Each-a-Cup,F&B,3,3,"AMK Hub, Causeway Point, ION Orchard"
Fieldnotes,F&B,3,3,"Jem, Raffles City Shopping Centre, Tampines 1"
Flipper's,F&B,3,3,"Bugis Junction (Part of Bugis Town), VivoCity, Westgate"
Fore Coffee,F&B,3,3,"Bugis Junction (Part of Bugis Town), The Centrepoint, Tiong Bahru Plaza"
Fragrance Bak Kwa,F&B,3,3,"AMK Hub, Jewel Changi Airport, Jurong Point"
Fried Chicken Master,F&B,3,3,"Century Square, Northpoint City, Suntec City"
GODIVA Chocolatier,F&B,3,3,"Bugis Junction (Part of Bugis Town), Jewel Changi Airport, Raffles City Shopping Centre"
GyoGyo,F&B,3,3,"City Square Mall, Funan, VivoCity"
HAWKERS' STREET,F&B,3,3,"ION Orchard, Square 2, Tampines 1"
Hakka Yu,F&B,3,3,"Jem, Jewel Changi Airport, Northpoint City"
Han's,F&B,3,3,"Marina Square, Swing By @ Thomson Plaza, Waterway Point"
HoneyWorld,F&B,3,3,"Great World, Jurong Point, United Square"
Hong Kong Egglet,F&B,3,3,"Bugis Junction (Part of Bugis Town), Jurong Point, Northpoint City"
Huggs Coffee,F&B,3,3,"Clarke Quay Central, PLQ Mall, United Square"
Hundred Grains 百米香,F&B,3,3,"Aperia Mall, Velocity@Novena Square, VivoCity"
JINJJA Chicken,F&B,3,3,"Northpoint City, Sengkang Grand Mall, Westgate"
JUMBO SEAFOOD,F&B,3,3,"ION Orchard, Jewel Changi Airport, Riverside Point"
Ji De Chi Dessert,F&B,3,3,"Century Square, Northpoint City, Westgate"
Jiak Ba Food Heaven,F&B,3,3,"Far East Square, Junction 8, VivoCity"
Kebabs Faktory,F&B,3,3,"Funan, Northpoint City, Sengkang Grand Mall"
Kenny Rogers Roasters,F&B,3,3,"City Square Mall, Marina Square, Sengkang Grand Mall"
Kin No Mame,F&B,3,3,"Paragon, Plaza Singapura, Raffles City Shopping Centre"
Kind Kones,F&B,3,3,"Great World, Suntec City, Westgate"
Kiwami Ramen & Gyoza Bar,F&B,3,3,"Jem, Jewel Changi Airport, Suntec City"
Lavender,F&B,3,3,"Bugis Junction (Part of Bugis Town), ION Orchard, Jewel Changi Airport"
LeNu,F&B,3,3,"City Square Mall, Northpoint City, One Holland Village"
Lee Wee & Brothers,F&B,3,3,"ION Orchard, Jem, Tampines Mall"
Läderach,F&B,3,3,"ION Orchard, Jewel Changi Airport, The Shoppes at Marina Bay Sands"
Mamma Mia! Trattoria E Caffe,F&B,3,3,"Jurong Point, Plaza Singapura, VivoCity"
Mei Heong Yuen Dessert,F&B,3,3,"City Square Mall, Northpoint City, Velocity@Novena Square"
Mr Teh Tarik Express,F&B,3,3,"Far East Square, Jurong Point, Northpoint City"
Nasty Cookie,F&B,3,3,"Jewel Changi Airport, VivoCity, Westgate"
Nespresso,F&B,3,3,"ION Orchard, Raffles City Shopping Centre, VivoCity"
PAUL,F&B,3,3,"Ngee Ann City, Paragon, Suntec City"
Paradise Classic,F&B,3,3,"Bedok Mall, Jewel Changi Airport, One Holland Village"
Paradise Hotpot,F&B,3,3,"Bedok Mall, VivoCity, Westgate"
PastaGo,F&B,3,3,"Bedok Mall, Tampines 1, Tiong Bahru Plaza"
Pawa Bakery,F&B,3,3,"PLQ Mall, Plaza Singapura, Suntec City"
Peperoni Pizzeria,F&B,3,3,"PLQ Mall, Suntec City, United Square"
Pizza Hut,F&B,3,3,"Marina Square, Tiong Bahru Plaza, Waterway Point"
Plum Village,F&B,3,3,"Suntec City, Tampines 1, United Square"
Poke Theory,F&B,3,3,"Causeway Point, PLQ Mall, Velocity@Novena Square"
Poulét,F&B,3,3,"Raffles City Shopping Centre, VivoCity, Westgate"
ROYCE',F&B,3,3,"ION Orchard, Raffles City Shopping Centre, Westgate"
SAN REN XING 三人行,F&B,3,3,"Bedok Mall, Bugis Junction (Part of Bugis Town), Swing By @ Thomson Plaza"
SEOUL NOODLE SHOP,F&B,3,3,"Northpoint City, Suntec City, VivoCity"
SF FRUITS,F&B,3,3,"Bedok Mall, IMM Building, Junction 8"
SF Fruits & Juices,F&B,3,3,"Causeway Point, Jewel Changi Airport, White Sands"
SMOOY,F&B,3,3,"Funan, Hougang Mall, Jem"
SUKI-YA,F&B,3,3,"Bugis+ (Part of Bugis Town), Marina Square, Plaza Singapura"
SURREY HILLS GROCER,F&B,3,3,"ION Orchard, Raffles City Shopping Centre, VivoCity"
Shiok Burger,F&B,3,3,"AMK Hub, Raffles City Shopping Centre, Tiong Bahru Plaza"
Supergreen,F&B,3,3,"313@somerset, Aperia Mall, Northpoint City"
Sushi Plus,F&B,3,3,"313@somerset, Bugis Junction (Part of Bugis Town), Tampines 1"
Sushi Zushi,F&B,3,3,"Bugis Junction (Part of Bugis Town), Funan, Westgate"
TAI ER,F&B,3,3,"313@somerset, Great World, Jem"
TANYU,F&B,3,3,"Bugis Junction (Part of Bugis Town), Tampines 1, VivoCity"
TCC - The Connoisseur Concerto,F&B,3,3,"Great World, Ngee Ann City, VivoCity"
TOMORO COFFEE,F&B,3,3,"PLQ Mall, Sengkang Grand Mall, Square 2"
Tambuah Mas Indonesian Restaurant,F&B,3,3,"Great World, Jewel Changi Airport, Paragon"
Texas Chicken,F&B,3,3,"Causeway Point, Century Square, Junction 10"
The Cocoa Trees,F&B,3,3,"Jurong Point, Raffles City Shopping Centre, Suntec City"
The Tree Cafe,F&B,3,3,"Century Square, Funan, Marina Square"
The Whale Tea,F&B,3,3,"Jurong Point, Lot One Shoppers' Mall, Suntec City"
Toast & Roll by Swee Heng,F&B,3,3,"Jurong Point, Suntec City, Velocity@Novena Square"
VIETSMITH,F&B,3,3,"One Holland Village, Pacific Plaza, VivoCity"
Warabimochi Kamakura,F&B,3,3,"Jem, One Holland Village, Waterway Point"
Xin Wang Hong Kong Cafe,F&B,3,3,"Bugis+ (Part of Bugis Town), Suntec City, Velocity@Novena Square"
YES LEMON,F&B,3,3,"Hougang Mall, Jewel Changi Airport, United Square"
iSTEAKS,F&B,3,3,"Jem, Suntec City, Tampines 1"
itea,F&B,3,3,"Bugis+ (Part of Bugis Town), Northpoint City, United Square"
i•tea,F&B,3,3,"AMK Hub, Hougang 1, Wisma Atria"
rrooll,F&B,3,3,"Causeway Point, Northpoint City, Tampines 1"
sen-ryo,F&B,3,3,"ION Orchard, Suntec City, VivoCity"
snacKING Retro Biscuits,F&B,3,3,"City Square Mall, Jurong Point, Waterway Point"
328 Katong Laksa,F&B,2,2,"United Square, Westgate"
50 年 Taste Of Tradition,F&B,2,2,"Plaza Singapura, United Square"
ALICE BOULANGERIE AND RESTAURANT,F&B,2,2,"Icon Village, Raffles City Shopping Centre"
Alchemist,F&B,2,2,"Plaza Singapura, Square 2"
Arteastiq DePatio,F&B,2,2,"Jewel Changi Airport, Plaza Singapura"
Avocadoria,F&B,2,2,"AMK Hub, Bedok Mall"
BAKEINC,F&B,2,2,"City Square Mall, Hougang 1"
BAKERY CUISINE EXPRESS,F&B,2,2,"Great World, Katong V"
BARCOOK BAKERY,F&B,2,2,"Clarke Quay Central, Square 2"
BBQ Express,F&B,2,2,"Junction 8, Lot One Shoppers' Mall"
BHC Chicken,F&B,2,2,"Jewel Changi Airport, Marina Square"
BINGXUE TEA & ICE CREAM,F&B,2,2,"Lot One Shoppers' Mall, Suntec City"
BLU JAZ,F&B,2,2,"Clarke Quay Central, Far East Square"
BLUEBIRD TRAVEL 青鳥旅行,F&B,2,2,"Jewel Changi Airport, Raffles City Shopping Centre"
BOOST,F&B,2,2,"Bedok Mall, ION Orchard"
Baba Nyonya,F&B,2,2,"Clarke Quay Central, Jewel Changi Airport"
Bacha Coffee,F&B,2,2,"ION Orchard, Raffles City Shopping Centre"
Bari Bari Steak,F&B,2,2,"Junction 8, Tampines 1"
Beauty in The Pot,F&B,2,2,"Jewel Changi Airport, The Centrepoint"
Ben's Cookies,F&B,2,2,"Suntec City, Wisma Atria"
Beryl's,F&B,2,2,"Bugis Junction (Part of Bugis Town), Wisma Atria"
Betsubara,F&B,2,2,"Marina Square, Swing By @ Thomson Plaza"
Beyond Pancakes,F&B,2,2,"City Square Mall, Marina Square"
Blue Bottle Coffee,F&B,2,2,"Paragon, Raffles City Shopping Centre"
Boon Lay Power Nasi Lemak,F&B,2,2,"Causeway Point, Square 2"
BreadTalk / Toastbox,F&B,2,2,"AMK Hub, Jurong Point"
Brotzeit,F&B,2,2,"Raffles City Shopping Centre, Westgate"
Butahage,F&B,2,2,"Century Square, Suntec City"
CHILCHIL THAI STREET KITCHEN,F&B,2,2,"HillV2, Hougang 1"
COCA,F&B,2,2,"Ngee Ann City, Suntec City"
CROLO by Swee Heng,F&B,2,2,"AMK Hub, Jurong Point"
Café&Meal MUJI,F&B,2,2,"Plaza Singapura, Raffles City Shopping Centre"
Chicken Ka Kee,F&B,2,2,"Causeway Point, Waterway Point"
Chimichanga,F&B,2,2,"PLQ Mall, VivoCity"
City Hot Pot,F&B,2,2,"Jurong Point, Sengkang Grand Mall"
Coffeesmith,F&B,2,2,"Suntec City, Westgate"
Compose Coffee,F&B,2,2,"PLQ Mall, Suntec City"
Country Brot by Four Leaves,F&B,2,2,"Northpoint City, Waterway Point"
Curry Times,F&B,2,2,"Velocity@Novena Square, Westgate"
DaXi 大喜,F&B,2,2,"AMK Hub, Plaza Singapura"
Daily Chicken,F&B,2,2,"Bugis Junction (Part of Bugis Town), Waterway Point"
Dal.komm COFFEE,F&B,2,2,"Funan, Marina Square"
Dancing Crab,F&B,2,2,"Orchard Central, VivoCity"
Delifrance,F&B,2,2,"Jem, Lot One Shoppers' Mall"
Devil Chicken,F&B,2,2,"Bedok Mall, Jurong Point"
Dickson Nasi Lemak,F&B,2,2,"Century Square, Icon Village"
Eastern Rice Dumpling,F&B,2,2,"Bedok Mall, Northpoint City"
Emicakes,F&B,2,2,"Plaza Singapura, Tampines 1"
Epid’or,F&B,2,2,"Plaza Singapura, Raffles City Shopping Centre"
FIVE GUYS,F&B,2,2,"ION Orchard, Plaza Singapura"
Fei Siong,F&B,2,2,"Junction 8, Tampines Mall"
First Bowl 壹碗,F&B,2,2,"AMK Hub, Funan"
Fong Sheng Hao,F&B,2,2,"PLQ Mall, Westgate"
Fruit Box,F&B,2,2,"Northpoint City, Tiong Bahru Plaza"
Ghost Kakigori,F&B,2,2,"Jurong Point, Suntec City"
Giraffa,F&B,2,2,"VivoCity, Westgate"
Grill N Grill,F&B,2,2,"AMK Hub, Hougang Mall"
Gyukatsu Kyoto Katsugyu 牛かつ 京都勝牛,F&B,2,2,"One Holland Village, Raffles City Shopping Centre"
Gyushi,F&B,2,2,"City Square Mall, The Centrepoint"
HABIT,F&B,2,2,"Icon Village, One Holland Village"
HUGABO,F&B,2,2,"Causeway Point, White Sands"
Hainan Second Street,F&B,2,2,"Bedok Mall, IMM Building"
HarriAnns Nonya Table,F&B,2,2,"PLQ Mall, Suntec City"
Hi Noodle,F&B,2,2,"313@somerset, Jurong Point"
Hoe Nam Signatures,F&B,2,2,"Aperia Mall, Marina Square"
Hokkaido Baked Cheese Tart,F&B,2,2,"Bugis Junction (Part of Bugis Town), Causeway Point"
Hokkaido-Ya,F&B,2,2,"Swing By @ Thomson Plaza, VivoCity"
Hong Lim Curry Puff,F&B,2,2,"Great World, Northpoint City"
Hototogisu Ramen,F&B,2,2,"Great World, Waterway Point"
ISHIRO FUSHION BOWL (TEMPORARILY CLOSED),F&B,2,2,"One Holland Village, Square 2"
Imperial Treasure Super Peking Duck,F&B,2,2,"Jewel Changi Airport, Paragon"
J.Co,F&B,2,2,"Bugis+ (Part of Bugis Town), Tampines Mall"
JASONS DELI,F&B,2,2,"ION Orchard, The Shoppes at Marina Bay Sands"
JI DE CHI & OTTER PIZZA,F&B,2,2,"Junction 10, Square 2"
Jack's Place,F&B,2,2,"City Square Mall, Jewel Changi Airport"
Jia Li Seafood Soup,F&B,2,2,"AMK Hub, Tiong Bahru Plaza"
Juice Farm,F&B,2,2,"Jurong Point, Swing By @ Thomson Plaza"
KE MING 克茗冰室,F&B,2,2,"Funan, Plaza Singapura"
KILLINEY,F&B,2,2,"Marina Square, Square 2"
Khao,F&B,2,2,"Funan, Great World"
Knots Flowers and More,F&B,2,2,"One Holland Village, Westgate"
Kopitiam Food Hall,F&B,2,2,"Jem, VivoCity"
LIM CHEE GUAN,F&B,2,2,"ION Orchard, Jewel Changi Airport"
LONGJING,F&B,2,2,"Suntec City, Velocity@Novena Square"
Lau Wang Claypot Delights,F&B,2,2,"Jem, Tampines 1"
Legendary Hong Kong,F&B,2,2,"Jurong Point, Tampines Mall"
Lemonaide,F&B,2,2,"Funan, Icon Village"
Läderach Chocolatier Suisse,F&B,2,2,"Raffles City Shopping Centre, Westgate"
M&S FOOD,F&B,2,2,"Great World, One Holland Village"
MADAM ANG KK,F&B,2,2,"Paragon, Square 2"
MANGO ICE 杨小贤绵绵冰,F&B,2,2,"Jurong Point, Tampines Mall"
MARUTAMA RAMEN,F&B,2,2,"Clarke Quay Central, ION Orchard"
MATSUKIYA,F&B,2,2,"One Holland Village, Paragon"
MENDON,F&B,2,2,"Bedok Mall, Lot One Shoppers' Mall"
MRS BANANA,F&B,2,2,"Bugis Junction (Part of Bugis Town), IMM Building"
Ma Maison,F&B,2,2,"Bugis Junction (Part of Bugis Town), Ngee Ann City"
Maji Curry,F&B,2,2,"Funan, Square 2"
Marché,F&B,2,2,"313@somerset, Suntec City"
Menya Kokoro,F&B,2,2,"Plaza Singapura, Suntec City"
Miam Miam,F&B,2,2,"Bugis Junction (Part of Bugis Town), Westgate"
Ministry of Rojak,F&B,2,2,"Century Square, Northpoint City"
Monster Planet,F&B,2,2,"Jem, Tampines 1"
Mrs Pho,F&B,2,2,"313@somerset, Jewel Changi Airport"
My Korean Mom’s Kimchi,F&B,2,2,"Century Square, Far East Square"
NATURE'S NUTRITION,F&B,2,2,"Far East Square, Square 2"
NEW NANYANG,F&B,2,2,"HillV2, West Coast Plaza"
NamNam,F&B,2,2,"Great World, Raffles City Shopping Centre"
Namu Bulgogi,F&B,2,2,"Northpoint City, Tampines 1"
Nippon Bite,F&B,2,2,"AMK Hub, Tampines 1"
Nong Geng Ji Hunan Home-Style Cuisine,F&B,2,2,"City Square Mall, Great World"
OMEGA PORK NOODLE,F&B,2,2,"Jewel Changi Airport, Northpoint City"
ORIENTAL KOPI,F&B,2,2,"Bugis Junction (Part of Bugis Town), Westgate"
Old Seng Choong,F&B,2,2,"Paragon, The Shoppes at Marina Bay Sands"
Overscoop,F&B,2,2,"CQ @ Clarke Quay, Orchard Central"
POCHA! KOREAN STREET DINING,F&B,2,2,"ION Orchard, Jem"
Paik's Noodle,F&B,2,2,"Suntec City, Waterway Point"
PaperBakes,F&B,2,2,"Plaza Singapura, Raffles City Shopping Centre"
Pasta Play,F&B,2,2,"One Holland Village, Waterway Point"
Playground by Playmade,F&B,2,2,"AMK Hub, Suntec City"
Popeyes Famous Louisiana Chicken,F&B,2,2,"AMK Hub, Jurong Point"
Poulet,F&B,2,2,"Bugis+ (Part of Bugis Town), Causeway Point"
QIN JI ROUGAMO,F&B,2,2,"Jurong Point, Sengkang Grand Mall"
Queic by Olivia,F&B,2,2,"Jem, Jewel Changi Airport"
Ramen Hitoyoshi,F&B,2,2,"Tiong Bahru Plaza, United Square"
Re.juve,F&B,2,2,"Great World, Jem"
Riverside Canton Claypot Cuisine,F&B,2,2,"Northpoint City, VivoCity"
Rotiboy,F&B,2,2,"Funan, Westgate"
Ryokudo,F&B,2,2,"Far East Square, Funan"
SALADSTOP!,F&B,2,2,"Great World, Velocity@Novena Square"
SEORAE JIB,F&B,2,2,"Jem, Plaza Singapura"
SGFR Store,F&B,2,2,"Bedok Mall, Lot One Shoppers' Mall"
SHI LI FANG,F&B,2,2,"Junction 10, Orchard Central"
SHOO LOONG KAN 小龙坎火锅,F&B,2,2,"CQ @ Clarke Quay, Westgate"
SIAM SQUARE MOOKATA (TEMPORARILY CLOSED),F&B,2,2,"Clarke Quay Central, Junction 10"
SNACK BOX,F&B,2,2,"AMK Hub, Jewel Changi Airport"
SUPER SUB,F&B,2,2,"PLQ Mall, Suntec City"
SUSHI GOGO,F&B,2,2,"Junction 8, Northpoint City"
Seafood Paradise,F&B,2,2,"CQ @ Clarke Quay, VivoCity"
Seoul Garden HOTPOT,F&B,2,2,"IMM Building, Northpoint City"
Seremban Kee Mei Siew Pow,F&B,2,2,"AMK Hub, VivoCity"
Shanghai Tan Pan-Fried Buns,F&B,2,2,"Bedok Mall, Bugis+ (Part of Bugis Town)"
Smile Martabak,F&B,2,2,"Bedok Mall, Funan"
Snackz It! 可口味,F&B,2,2,"Causeway Point, Lot One Shoppers' Mall"
So Do Fun,F&B,2,2,"The Centrepoint, Waterway Point"
Sushi Zanmai,F&B,2,2,"IMM Building, Tampines Mall"
Sushi-GO(&JOY Japanese Food Street ),F&B,2,2,"Jurong Point, Marina Square"
Swee Heng 1989 Signature,F&B,2,2,"313@somerset, Causeway Point"
TAN YU,F&B,2,2,"313@somerset, Westgate"
TEAHOUSE by Soup Restaurant,F&B,2,2,"Century Square, IMM Building"
THE 1872 CLIPPER TEA CO.,F&B,2,2,"ION Orchard, Jewel Changi Airport"
TOMI SUSHI,F&B,2,2,"Katong V, Velocity@Novena Square"
TORA-SAN,F&B,2,2,"The Centrepoint, United Square"
TSUJIRI,F&B,2,2,"Clarke Quay Central, Sengkang Grand Mall"
TSUJIRI PREMIUM,F&B,2,2,"Great World, One Holland Village"
TWG Tea,F&B,2,2,"ION Orchard, Raffles City Shopping Centre"
Tai Er Suancai & Fish,F&B,2,2,"Jewel Changi Airport, Suntec City"
Tangled,F&B,2,2,"Northpoint City, Suntec City"
Tanjong Rhu Pau,F&B,2,2,"Great World, Tampines Mall"
Tenderfresh XPRESS,F&B,2,2,"Causeway Point, Lot One Shoppers' Mall"
Teppan-Yaki,F&B,2,2,"Causeway Point, Northpoint City"
The Alley,F&B,2,2,"Funan, Sengkang Grand Mall"
The Bread Club,F&B,2,2,"Jem, PLQ Mall"
The Dim Sum Place,F&B,2,2,"Causeway Point, The Centrepoint"
The Original Vadai,F&B,2,2,"Century Square, Northpoint City"
The SGFR Store,F&B,2,2,"Jurong Point, Northpoint City"
Thye Moh Chan,F&B,2,2,"Jurong Point, Paragon"
Tofu G,F&B,2,2,"Mandarin Gallery, Ngee Ann City"
Tokyo Milk Cheese Factory,F&B,2,2,"Paragon, Raffles City Shopping Centre"
Tonkotsu Kazan,F&B,2,2,"Funan, Square 2"
Tonkotsu Kazan Ramen,F&B,2,2,"Century Square, Northpoint City"
Tsui Wah,F&B,2,2,"Jem, Jewel Changi Airport"
Tsukada Nojo,F&B,2,2,"Plaza Singapura, Swing By @ Thomson Plaza"
Tsuzumi Dango つづみ団子,F&B,2,2,"Plaza Singapura, VivoCity"
Tutto by Da Paolo,F&B,2,2,"Jewel Changi Airport, One Holland Village"
US Pizza,F&B,2,2,"Funan, West Coast Plaza"
Una Una,F&B,2,2,"Bugis+ (Part of Bugis Town), VivoCity"
Veggie House,F&B,2,2,"The Centrepoint, VivoCity"
Vivino,F&B,2,2,"Raffles City Shopping Centre, Velocity@Novena Square"
Wang Fu Dim Sum,F&B,2,2,"Aperia Mall, Westgate"
Watami Japanese Dining,F&B,2,2,"Bugis+ (Part of Bugis Town), Junction 8"
Wonder Juice,F&B,2,2,"Aperia Mall, Square 2"
