shop,type,num_malls,num_outlets,malls
Wunderfolks,F&B,2,2,"Lot One Shoppers' Mall, Tampines Mall"
XW Plus Western Grill,F&B,2,2,"Century Square, Northpoint City"
XW Western Grill,F&B,2,2,"Jem, Raffles City Shopping Centre"
Xi Men Jie,F&B,2,2,"Funan, Westgate"
Xin Wang Hong Kong Café,F&B,2,2,"Northpoint City, White Sands"
YOLE 0% SUGAR ADDED,F&B,2,2,"Bugis+ (Part of Bugis Town), Plaza Singapura"
Yakiniku-Go,F&B,2,2,"Jem, Jurong Point"
Yappari Steak,F&B,2,2,"Northpoint City, VivoCity"
Yi Zun Noodle,F&B,2,2,"City Square Mall, Marina Square"
ZOK NOODLE HOUSE 竹麵館(港澳),F&B,2,2,"Great World, Raffles City Shopping Centre"
ZUS COFFEE,F&B,2,2,"Northpoint City, Westgate"
eCreative Cake,F&B,2,2,"Century Square, IMM Building"
myEureka,F&B,2,2,"PLQ Mall, Plaza Singapura"
san.wich,F&B,2,2,"Lot One Shoppers' Mall, Tampines 1"
umisushi,F&B,2,2,"AMK Hub, Waterway Point"
农耕记 Nong Geng Ji,F&B,2,2,"Jewel Changi Airport, VivoCity"
雙月 Moon Moon Food,F&B,2,2,"Ngee Ann City, VivoCity"
Meet 2 Wine Bar & Restaurant,F&B,1,2,Suntec City
Toast Box & Thye Moh Chan,F&B,1,2,Jewel Changi Airport
1-ATICO BY 1-ALTITUDE,F&B,1,1,ION Orchard
101 Pot Noodles,F&B,1,1,United Square
1A Heritage,F&B,1,1,AMK Hub
2GATHER,F&B,1,1,Suntec City
4 Fingers Crispy Chicken,F&B,1,1,Junction 8
49 Seats,F&B,1,1,The Centrepoint
50 Years Taste Of Tradition,F&B,1,1,Century Square
5:59,F&B,1,1,313@somerset
8 Clover by Bakery Cuisine,F&B,1,1,Century Square
85 Redhill,F&B,1,1,United Square
88 HONG KONG ROAST MEAT SPECIALIST,F&B,1,1,Far East Square
@ i Mango,F&B,1,1,City Square Mall
@i MANGO COTTON ICE FRESH MILK TEA OMELETTE RICE,F&B,1,1,Northpoint City
A Beautiful Day Café,F&B,1,1,PLQ Mall
A Gan Guo Kui,F&B,1,1,Funan
A KITCHEN,F&B,1,1,Junction 10
A-ONE EXPRESS,F&B,1,1,Hougang 1
A-ROY THAI,F&B,1,1,VivoCity
A-Roy Thai Restaurant,F&B,1,1,Velocity@Novena Square
AJ's Teh Tarik,F&B,1,1,Suntec City
ALLEY.WEI TEPPAN-YAKI,F&B,1,1,Bugis Junction (Part of Bugis Town)
AMACHA 阿嬷茶语,F&B,1,1,Tampines 1
AMIYAKI,F&B,1,1,Icon Village
ANTI:DOTE,F&B,1,1,Raffles City Shopping Centre
ARMOURY STEAKS AND CRAFT BEER,F&B,1,1,Orchard Central
ARTEASG,F&B,1,1,Raffles City Shopping Centre
ASAP & CO,F&B,1,1,Far East Square
AWFULLY CHOCOLATE CAFÉ,F&B,1,1,Great World
AZABU SABO HOKKAIDO ICE-CREAM SHOP,F&B,1,1,Clarke Quay Central
AZUL at Golden Village,F&B,1,1,Bugis+ (Part of Bugis Town)
Abundance,F&B,1,1,Century Square
Aburi-EN Grand,F&B,1,1,Paragon
ActionCity Café,F&B,1,1,Jewel Changi Airport
Ah Ma Chi Mian,F&B,1,1,Causeway Point
Ajisen,F&B,1,1,Tiong Bahru Plaza
Akashi Japanese Restaurant,F&B,1,1,Paragon
Aki Sushi & Grill,F&B,1,1,Plaza Singapura
Alijiang Silk Road Cuisine and Western Mahua,F&B,1,1,VivoCity
Alley.Wei,F&B,1,1,Northpoint City
Ambush,F&B,1,1,Junction 8
Ameising Live House,F&B,1,1,Suntec City
An Açaí Affair,F&B,1,1,Tampines 1
An Nyeong,F&B,1,1,313@somerset
Andes by Astons,F&B,1,1,IMM Building
Angus House,F&B,1,1,Ngee Ann City
Anjappar,F&B,1,1,Westgate
Annabella Patisserie,F&B,1,1,Causeway Point
Arnold's Fried Chicken,F&B,1,1,Northpoint City
Arteastiq,F&B,1,1,Jewel Changi Airport
Arteastiq Tea Lounge,F&B,1,1,Mandarin Gallery
Asia Grand Restaurant,F&B,1,1,Raffles City Shopping Centre
Asian Market Cafe,F&B,1,1,Raffles City Shopping Centre
At Tea,F&B,1,1,313@somerset
Attap House,F&B,1,1,PLQ Mall
Aunt MyeongDong,F&B,1,1,City Square Mall
Auntie Ashley,F&B,1,1,The Centrepoint
Avenue on 3 Café,F&B,1,1,Paragon
Awfully Chocolate Experience Cafe,F&B,1,1,Wisma Atria
Ayo Kimbap,F&B,1,1,Jurong Point
BA GUO GRILLED FISH,F&B,1,1,West Coast Plaza
BAKER'S BREW,F&B,1,1,Great World
BALIthai,F&B,1,1,IMM Building
BANGKOK JAM,F&B,1,1,Great World
BANH MI SOCIETY,F&B,1,1,Clarke Quay Central
BANTIANYAO GRILLED FISH 半天妖烤鱼,F&B,1,1,IMM Building
BAO BAO,F&B,1,1,ION Orchard
BARA INDONESIAN GRILLED RICE,F&B,1,1,Icon Village
BBQ Box Prime,F&B,1,1,CQ @ Clarke Quay
BEIJU EXPRESS,F&B,1,1,Icon Village
BEST EMPLOYEE FRIED CHICKEN,F&B,1,1,Icon Village
BGM,F&B,1,1,Suntec City
BIZEN Wagyu & Salad Bar,F&B,1,1,Plaza Singapura
BREAD & HEARTH,F&B,1,1,Katong V
BREAK AND BAKE,F&B,1,1,Far East Square
BREWERKZ RESTAURANT AND MICROBREWERY,F&B,1,1,Riverside Point
BROTHERBIRD,F&B,1,1,Tampines 1
BROTHERBIRD BAKEHOUSE,F&B,1,1,Raffles City Shopping Centre
BU ER CLASSMATE,F&B,1,1,Bugis Junction (Part of Bugis Town)
BUNS & BOOZE (COMING SOON),F&B,1,1,Far East Square
BURRATA JOY AND GUSTAVO LAPASTA,F&B,1,1,Katong V
BUTTER STUDIO,F&B,1,1,Bugis Junction (Part of Bugis Town)
Bae.gal by Swee Heng,F&B,1,1,Century Square
Bagus Food Hall by Kopitiam,F&B,1,1,Northpoint City
Bagus by Kopitiam,F&B,1,1,Causeway Point
Ban Heng Teochew Porridge,F&B,1,1,Northpoint City
Banzai Izakaya Live House,F&B,1,1,Aperia Mall
Bao's Pastry 鲍师傅糕点,F&B,1,1,Westgate
Barossa Bar & Grill,F&B,1,1,VivoCity
Bashu Sichuan Cuisine,F&B,1,1,Plaza Singapura
Batter Catch,F&B,1,1,IMM Building
Bazil Kitchen [Indian Cuisine],F&B,1,1,Jewel Changi Airport
Beautiful Lai Grilled Fish (Lai Meili),F&B,1,1,Suntec City
Bebek Goreng Pak Ndut,F&B,1,1,Westgate
Beryl's Chocolate,F&B,1,1,Jewel Changi Airport
Bibim Deli,F&B,1,1,Suntec City
Bibimbap! / Dosirak!,F&B,1,1,Bedok Mall
Big Appetite,F&B,1,1,Funan
Big Pasta Small Pasta,F&B,1,1,AMK Hub
Bird Avenue,F&B,1,1,The Centrepoint
Birds of Paradise,F&B,1,1,Jewel Changi Airport
Birds of Paradise Gelato Boutique,F&B,1,1,VivoCity
Bistro Box by Uncle Penyet,F&B,1,1,Swing By @ Thomson Plaza
Blanco Court Beef Noodle,F&B,1,1,Aperia Mall
Bliss Nest Capsules,F&B,1,1,VivoCity
Blue Label Pizza & Wine,F&B,1,1,Mandarin Gallery
Bober Tea,F&B,1,1,Century Square
Bon Broth,F&B,1,1,Raffles City Shopping Centre
Bone Broth Vermicelli by Xian Tai Ye Gu Tang Mixian,F&B,1,1,Marina Square
Boost Express,F&B,1,1,VivoCity
Boost Juice Bar,F&B,1,1,Jem
Bouillon Gavroche,F&B,1,1,Mandarin Gallery
Brauhaus Restaurant & Pub,F&B,1,1,United Square
Brio,F&B,1,1,Jurong Point
Brotzeit German Bier Bar & Restaurant,F&B,1,1,VivoCity
Buddy Hoagies Café & Grill,F&B,1,1,Waterway Point
Bugis Xin Yuan Ji,F&B,1,1,Northpoint City
Burnt Cones,F&B,1,1,United Square
Buta Kizoku,F&B,1,1,Westgate
CAFE NESUTO,F&B,1,1,ION Orchard
CAFE ONE O,F&B,1,1,Orchard Central
CAFFE BEVIAMO,F&B,1,1,One Holland Village
CAFFEINEXPRESS,F&B,1,1,One Holland Village
CAPASSO,F&B,1,1,Far East Square
CAPTAIN KIM KOREAN BBQ & HOTPOT,F&B,1,1,Junction 10
CASABITES,F&B,1,1,Clarke Quay Central
CHACHAO,F&B,1,1,313@somerset
CHADA by Tin Box,F&B,1,1,Suntec City
CHAO TING,F&B,1,1,Far East Square
CHEF X @ CLARKE QUAY CENTRAL,F&B,1,1,Clarke Quay Central
CHIA PUDDIES,F&B,1,1,Clarke Quay Central
CHIC-A-BOO Chicken Specialty,F&B,1,1,Marina Square
CHICK-FIL-A,F&B,1,1,Bugis+ (Part of Bugis Town)
CHICKEN HOTPOT,F&B,1,1,Square 2
CHONG QING GRILLED FISH,F&B,1,1,HillV2
CHURN,F&B,1,1,Tampines 1
CINNABON,F&B,1,1,ION Orchard
CLAYFUL CAFE,F&B,1,1,Orchard Central
CLOVE,F&B,1,1,Raffles City Shopping Centre
COCOBELLA LIFEBAR,F&B,1,1,One Holland Village
COFFEE HIVE,F&B,1,1,Icon Village
COFFEE HIVE SIGNATURES,F&B,1,1,Square 2
COFFEEMAN,F&B,1,1,Icon Village
COFFEESARANG,F&B,1,1,Bedok Mall
COMMON MAN COFFEE ROASTERS ON THE GO,F&B,1,1,ION Orchard
CRAFTSMEN SPECIALTY COFFEE,F&B,1,1,Clarke Quay Central
CRAVE/Stuff'd,F&B,1,1,Bedok Mall
Cafe Bom Bom,F&B,1,1,Tampines 1
Cafe Ma Maison,F&B,1,1,Mandarin Gallery
Café Kitsuné,F&B,1,1,Jewel Changi Airport
Café Usagi TOKYO,F&B,1,1,Suntec City
Café de Paris,F&B,1,1,313@somerset
Cai Lin Ji,F&B,1,1,Jurong Point
Cajun On Wheels,F&B,1,1,Plaza Singapura
Cantine,F&B,1,1,Jurong Point
Capital,F&B,1,1,CQ @ Clarke Quay
Cedele Bakery Cafe,F&B,1,1,City Square Mall
Century Bakkwa,F&B,1,1,Wisma Atria
ChaPanda 茶百道,F&B,1,1,Northpoint City
Chalk Farm,F&B,1,1,Paragon
Chao Chao Xiang,F&B,1,1,PLQ Mall
Chao Yue Xuan Dim Sum Express,F&B,1,1,Northpoint City
Chapters by Drinks & Co.,F&B,1,1,CQ @ Clarke Quay
Chef Foong Restaurant,F&B,1,1,Aperia Mall
Chef Vo Quoc Vietnamese Cuisines,F&B,1,1,City Square Mall
Chen's,F&B,1,1,PLQ Mall
Chen's Kitchen,F&B,1,1,Paragon
Chill by Vox,F&B,1,1,Suntec City
Chimi's,F&B,1,1,313@somerset
Chiyoda Sushi,F&B,1,1,Plaza Singapura
Chocolate Origin & Cacaocat,F&B,1,1,Waterway Point
Chopstix & Rice,F&B,1,1,Suntec City
Chow Zan Dessert,F&B,1,1,Jewel Changi Airport
Chupitos,F&B,1,1,CQ @ Clarke Quay
Churros Republic,F&B,1,1,Funan
Coco Lato,F&B,1,1,CQ @ Clarke Quay
Coco Veggie Nyonya Cuisine,F&B,1,1,Marina Square
CocoNutnut,F&B,1,1,Northpoint City
Coffee Bee by the coffee lab #5,F&B,1,1,Paragon
Coucou Hot Pot Brew Tea & Tea Me Tea,F&B,1,1,Suntec City
Coucou Hotpot.Brew Tea,F&B,1,1,Jewel Changi Airport
Creamie Sippies,F&B,1,1,Jewel Changi Airport
Create By The Alley,F&B,1,1,Tampines 1
Crolo,F&B,1,1,Northpoint City
Crystal Jade Golden Palace,F&B,1,1,Paragon
Crystal Jade La Mian Xiao Long Bao,F&B,1,1,Bugis Junction (Part of Bugis Town)
Crystal Jade Palace,F&B,1,1,Ngee Ann City
Crystal Jade Pavilion,F&B,1,1,VivoCity
Cuba Libre Cafe & Bar,F&B,1,1,CQ @ Clarke Quay
Cô Chung,F&B,1,1,Plaza Singapura
D'LIFE SIGNATURE,F&B,1,1,Square 2
D'RIM Korean Steak House,F&B,1,1,Mandarin Gallery
DE TASTE,F&B,1,1,Orchard Central
DOMO Modern Japanese,F&B,1,1,Raffles City Shopping Centre
DONQ EDITER/MINI ONE,F&B,1,1,ION Orchard
DONQ ÉDITER,F&B,1,1,Westgate
DaXi Taiwan Noodle & Dumpling,F&B,1,1,VivoCity
DeliTurk by Chef Celal,F&B,1,1,Suntec City
Delibowl Express,F&B,1,1,Sengkang Grand Mall
DipnDip,F&B,1,1,VivoCity
Do Qoo 豆趣,F&B,1,1,IMM Building
Donburi King 爆爆王 ばくばくおう,F&B,1,1,PLQ Mall
Dookki,F&B,1,1,Suntec City
Downstairs,F&B,1,1,Suntec City
Du Du Dumplings,F&B,1,1,Tiong Bahru Plaza
Dulcet & Studio,F&B,1,1,Ngee Ann City
E!GHT KOREAN BBQ,F&B,1,1,Clarke Quay Central
EATPIZZA,F&B,1,1,313@somerset
EN Yeoh’s Bak Kut Teh,F&B,1,1,Suntec City
EPIKebabs,F&B,1,1,Aperia Mall
East Treasure,F&B,1,1,CQ @ Clarke Quay
Eat Rich,F&B,1,1,City Square Mall
Eighteen Chefs,F&B,1,1,Bugis Junction (Part of Bugis Town)
Elfuego by COLLIN’S®,F&B,1,1,Jewel Changi Airport
Encik Tan / Popeyes Famous Louisiana Chicken,F&B,1,1,Marina Square
FIREPLACE BY BEDROCK,F&B,1,1,One Holland Village
FISH MART SAKURAYA,F&B,1,1,West Coast Plaza
FM Food Master,F&B,1,1,Aperia Mall
FOOD ARENA by Yew Kee Group,F&B,1,1,Suntec City
FOOD OPERA,F&B,1,1,ION Orchard
FOURGATHER,F&B,1,1,Far East Square
FRENCH FOLD,F&B,1,1,Great World
FU LIN,F&B,1,1,Suntec City
FYP,F&B,1,1,Orchard Central
Fa Ji Lao Wan Mian,F&B,1,1,Northpoint City
Farmer's Brew,F&B,1,1,Jurong Point
Feng Food,F&B,1,1,Northpoint City
Fire Ramen,F&B,1,1,The Centrepoint
Fisher King's Grill,F&B,1,1,PLQ Mall
Flavours by Saute,F&B,1,1,Funan
Folks Collective & Slurp Noodle Bar,F&B,1,1,Aperia Mall
Food Dynasty,F&B,1,1,United Square
Foodies’ Garden,F&B,1,1,Hougang Mall
Four Seasons Durians,F&B,1,1,Century Square
Fragrance Foodstuff,F&B,1,1,City Square Mall
Fruit Paradise,F&B,1,1,VivoCity
Fu Lin Fried Yong Tofu,F&B,1,1,IMM Building
Fu Lin Restaurant & Bar,F&B,1,1,CQ @ Clarke Quay
Fu Yuan Teochew Dining,F&B,1,1,CQ @ Clarke Quay
FËI ZAP MÂI LÄAN 肥汁米蘭,F&B,1,1,VivoCity
GANGNAM STORY,F&B,1,1,Orchard Central
GATTEN SUSHI,F&B,1,1,ION Orchard
GINKAKUJI ONISHI,F&B,1,1,West Coast Plaza
GINKYŌ BY KINKI,F&B,1,1,One Holland Village
GINZA ANZU,F&B,1,1,Great World
GLO (Coming Soon),F&B,1,1,Suntec City
GO UNIQUE - 有间面馆 GO NOODLE HOUSE,F&B,1,1,Raffles City Shopping Centre
GODIVA,F&B,1,1,Suntec City
GODMAMA,F&B,1,1,Funan
GOPIZZA,F&B,1,1,Suntec City
GREYBOX COFFEE,F&B,1,1,Great World
GRUB,F&B,1,1,Junction 8
GWANGHWAMUN MIJIN,F&B,1,1,Far East Square
Gabbar Bistro Bar,F&B,1,1,CQ @ Clarke Quay
Gado & Grill,F&B,1,1,Sengkang Grand Mall
Gelatissimo,F&B,1,1,Jewel Changi Airport
Ging Sun Ho King of Bun,F&B,1,1,Tampines Mall
Go Ba! 果霸茶,F&B,1,1,Raffles City Shopping Centre
Go Noodle House,F&B,1,1,VivoCity
GoGo Franks,F&B,1,1,Jurong Point
Gochiya,F&B,1,1,Bugis Junction (Part of Bugis Town)
Golden Chopsticks,F&B,1,1,Century Square
Good Chance Cafe,F&B,1,1,Marina Square
Good Day Bakery,F&B,1,1,Funan
GoroGoro Steamboat & Korean Buffet,F&B,1,1,The Centrepoint
Gourmet Paradise @ The Dining Edition,F&B,1,1,Marina Square
"Grand Cru, Wine Concierge",F&B,1,1,Raffles City Shopping Centre
Grand Konak Turkish and Lebanese Cuisine,F&B,1,1,CQ @ Clarke Quay
Green Delights,F&B,1,1,Westgate
Greendot Plus,F&B,1,1,Jewel Changi Airport
Guerilla Coffee,F&B,1,1,Suntec City
Gwangjang GAON,F&B,1,1,Jewel Changi Airport
Gyo Gyo,F&B,1,1,Jem
GyoGyo Japanese Grilled Fish & Sukiyaki,F&B,1,1,Plaza Singapura
Gyu-Kaku,F&B,1,1,VivoCity
Gyukatsu 99,F&B,1,1,Westgate
H&C Cafe,F&B,1,1,Paragon
HAKU SUSHI,F&B,1,1,Great World
HANG HEUNG HONG KONG,F&B,1,1,ION Orchard
HANSANG KOREAN FAMILY RESTAURANT,F&B,1,1,Square 2
HAPPY BITES,F&B,1,1,Hougang Mall
HAPPY LAMB,F&B,1,1,Pacific Plaza
HELEN'S ORCHARD CENTRAL,F&B,1,1,Orchard Central
HELLU COFFEE,F&B,1,1,Far East Square
HIKARU OMAKASE,F&B,1,1,Katong V
HINOYA TEPPANYAKI,F&B,1,1,Icon Village
HIPPOT 潮爷来了,F&B,1,1,One Holland Village
HITOYOSHI YOSHI SUSHI,F&B,1,1,Clarke Quay Central
HOKKAIDO DOSANKO PLAZA MEIDI-YA,F&B,1,1,Great World
HOMESTYLE CHINA,F&B,1,1,West Coast Plaza
HUMBLE SEEDS,F&B,1,1,Orchard Central
HUMMINGBIRD,F&B,1,1,Far East Square
HUO LU HUO 火炉火,F&B,1,1,Orchard Central
Ha Jun,F&B,1,1,Aperia Mall
Hachi,F&B,1,1,Marina Square
Hai Di Lao,F&B,1,1,Jurong Point
Hai Kah Lang,F&B,1,1,Funan
HaiDiLao,F&B,1,1,Northpoint City
HaiDiLao HotPot,F&B,1,1,VivoCity
Hainanese Curry Rice,F&B,1,1,Lot One Shoppers' Mall
Hajime Tonkatsu & Ramen,F&B,1,1,Swing By @ Thomson Plaza
Hakka Bond 客家帮,F&B,1,1,Funan
Han's Union,F&B,1,1,Jem
Hana K-Food,F&B,1,1,Velocity@Novena Square
Hanare by Takayama,F&B,1,1,Ngee Ann City
Hand In Hand Peking Duck Restaurant,F&B,1,1,Jem
Hanis Cafe & Bakery,F&B,1,1,PLQ Mall
Hanjip Korean Grill House,F&B,1,1,CQ @ Clarke Quay
Hankang Pocha,F&B,1,1,City Square Mall
Hannaembi,F&B,1,1,Marina Square
Han’s Café,F&B,1,1,Velocity@Novena Square
Hao Lai Ke,F&B,1,1,Aperia Mall
Hao Wei Lai,F&B,1,1,United Square
Happy Bites by Swee Heng,F&B,1,1,Sengkang Grand Mall
Happy Cup,F&B,1,1,Funan
Happy Lili Cafe,F&B,1,1,Wisma Atria
Harry’s,F&B,1,1,CQ @ Clarke Quay
Haruyama Udon®,F&B,1,1,Tampines 1
Hatsumi Donburi & Soba,F&B,1,1,Northpoint City
Hazuki Kaiseki,F&B,1,1,Ngee Ann City
Heavenly Wang,F&B,1,1,Swing By @ Thomson Plaza
Hei Sushi,F&B,1,1,IMM Building
Helen's,F&B,1,1,CQ @ Clarke Quay
Herbal Tea,F&B,1,1,AMK Hub
Here Kitty Kitty,F&B,1,1,CQ @ Clarke Quay
Heritage Tanglin Puff,F&B,1,1,Aperia Mall
Hey! Yakiniku,F&B,1,1,Bugis Junction (Part of Bugis Town)
Hitoyoshi Izakaya,F&B,1,1,Jewel Changi Airport
Hockhua Herbal Tea,F&B,1,1,Northpoint City
Hoe Nam Vintage,F&B,1,1,Tiong Bahru Plaza
Hokkaido Baked Cheese Tarts,F&B,1,1,Jurong Point
Holla Juice & Acai,F&B,1,1,City Square Mall
Home,F&B,1,1,CQ @ Clarke Quay
Homm Dessert at Heart,F&B,1,1,Raffles City Shopping Centre
Hong Kong Egglet & Nam Kee JB Handmade Pau,F&B,1,1,IMM Building
Hong Kong Egglet / Nam Kee Pau,F&B,1,1,Tampines 1
Hong Kong Zhai Dim Sum,F&B,1,1,Marina Square
Hoshino Coffee Japanese Café & Restaurant,F&B,1,1,Jewel Changi Airport
Hummus House by Pita & Olives,F&B,1,1,City Square Mall
Hundred Acre Creamery,F&B,1,1,Westgate
Hvala,F&B,1,1,Ngee Ann City
Hyang-To-Gol,F&B,1,1,Raffles City Shopping Centre
IJOOZ,F&B,1,1,Square 2
IKEA Swedish Restaurant and Bistro,F&B,1,1,Jem
IKKOTEN,F&B,1,1,Far East Square
IM JAI BY PUN IM,F&B,1,1,Icon Village
IM-EM Thai Kitchen,F&B,1,1,Aperia Mall
IMPERIAL TREASURE BAR + GRILL,F&B,1,1,Great World
IMPERIAL TREASURE CANTONESE CUISINE,F&B,1,1,Great World
IMPERIAL TREASURE FINE TEOCHEW CUISINE,F&B,1,1,ION Orchard
IMPERIAL TREASURE HUAIYANG CUISINE,F&B,1,1,ION Orchard
INDOSOUP PADANG,F&B,1,1,Square 2
IO ITALIAN OSTERIA,F&B,1,1,HillV2
IRVINS,F&B,1,1,Bugis Junction (Part of Bugis Town)
ITACHO SUSHI,F&B,1,1,Square 2
Ichigo by Tea Cottage,F&B,1,1,Suntec City
Ichikokudo Hokkaido Ramen,F&B,1,1,313@somerset
Ichikokudo Ramen,F&B,1,1,Suntec City
Idaten Udon (&JOY Japanese Food Street),F&B,1,1,Jurong Point
Ipoh Town 怡保城茶室,F&B,1,1,Jewel Changi Airport
JAAN BY KIRK WESTAWAY,F&B,1,1,Raffles City Shopping Centre
JIAK,F&B,1,1,HillV2
JIANG HU MAO CAI,F&B,1,1,Junction 10
JINJJA!! CHICKEN DINER,F&B,1,1,Bugis+ (Part of Bugis Town)
JO-YI BAKERY,F&B,1,1,HillV2
JOMO,F&B,1,1,Wisma Atria
JOY LUCK TEAHOUSE,F&B,1,1,Bugis Junction (Part of Bugis Town)
JUEWEI BRAISED SNACKS,F&B,1,1,Lot One Shoppers' Mall
JYU LAE,F&B,1,1,Suntec City
Jack's Place Steak House & Restaurant,F&B,1,1,Jem
Janice Wong Singapore,F&B,1,1,Paragon
Ji De Chi,F&B,1,1,Jurong Point
Ji Xiang Everton,F&B,1,1,Bedok Mall
Ji Xiang Kueh,F&B,1,1,The Centrepoint
Jia He Xing,F&B,1,1,Marina Square
Jianghu Hotpot,F&B,1,1,Northpoint City
Jie Traditional Bakery,F&B,1,1,City Square Mall
Jimmy Monkey,F&B,1,1,PLQ Mall
Jinjja Kitchen,F&B,1,1,Jurong Point
Jo's Cha,F&B,1,1,Jurong Point
Joe & Dough,F&B,1,1,Northpoint City
Jules Epicurean French Cuisine,F&B,1,1,CQ @ Clarke Quay
K. COOK KOREAN BBQ BUFFET,F&B,1,1,Orchard Central
KAFEY HAUS,F&B,1,1,Icon Village
KAFFE & TOAST TO-GO,F&B,1,1,Great World
KANE MOCHI,F&B,1,1,Jewel Changi Airport
KANEMOCHI,F&B,1,1,Bugis+ (Part of Bugis Town)
KEBABCHI BIRYANI,F&B,1,1,Bedok Mall
KEDAIKUEKUE,F&B,1,1,Great World
KEITAKU,F&B,1,1,Marina Square
KEONBAE,F&B,1,1,Far East Square
KEUM EUN DON,F&B,1,1,Orchard Central
KIMCHI DINING,F&B,1,1,Orchard Central
KIMCHI MAMA,F&B,1,1,Bugis+ (Part of Bugis Town)
KISEKI JAPANESE BUFFET RESTAURANT,F&B,1,1,Orchard Central
KOI The Express,F&B,1,1,Ngee Ann City
KOU TEPPAN,F&B,1,1,Great World
KUMACHAN ONSEN,F&B,1,1,Orchard Central
KURA OYSTER & HIGHBALL BAR,F&B,1,1,Far East Square
KURIYA DINING,F&B,1,1,Great World
KYO WATAMI,F&B,1,1,ION Orchard
Kaeden Cafe,F&B,1,1,Aperia Mall
Kai Duck,F&B,1,1,Ngee Ann City
Kai Garden,F&B,1,1,Marina Square
Kai Oh Don海王,F&B,1,1,Bugis Junction (Part of Bugis Town)
Kam's Roast,F&B,1,1,Jewel Changi Airport
Kang Ji Sugar Coated Fruits,F&B,1,1,313@somerset
Kantin,F&B,1,1,Jewel Changi Airport
Karii,F&B,1,1,Suntec City
Katsu-an,F&B,1,1,Suntec City
Kebabchi Charcoal BBQ,F&B,1,1,Suntec City
Kikanbo 鬼金棒 カラシビ味噌ら一麺,F&B,1,1,VivoCity
Killiney Café,F&B,1,1,Suntec City
Killiney Coffee Cafe,F&B,1,1,Tampines 1
Killiney Since 1919,F&B,1,1,Plaza Singapura
Kiwami Ramen & Teppan Bar,F&B,1,1,VivoCity
Koi Cafe Express,F&B,1,1,City Square Mall
Koji Sushi Bar,F&B,1,1,Raffles City Shopping Centre
Kok Sen Restaurant,F&B,1,1,City Square Mall
Komala's,F&B,1,1,Northpoint City
Kopi & Spells,F&B,1,1,CQ @ Clarke Quay
KopiTime,F&B,1,1,PLQ Mall
Kott-Don 360,F&B,1,1,PLQ Mall
Koufu,F&B,1,1,Swing By @ Thomson Plaza
Krush,F&B,1,1,Marina Square
Kuan Zhai Alley 宽窄巷子,F&B,1,1,Tampines Mall
Kuan Zhai 宽窄碗碗香,F&B,1,1,Funan
Kuroki,F&B,1,1,Paragon
Kushiya,F&B,1,1,Westgate
Kyoto Onimaru,F&B,1,1,Hougang Mall
L'ATELIER TIRAMISU,F&B,1,1,Clarke Quay Central
LAO BEIJING,F&B,1,1,Square 2
LAU WANG CLAYPOT,F&B,1,1,Bugis+ (Part of Bugis Town)
LAU WANG CLAYPOT LEGACY,F&B,1,1,One Holland Village
LE Congee & Noodle House,F&B,1,1,Westgate
LE PETIT KATONG,F&B,1,1,Katong V
LETAO / TOKYO MILK CHEESE FACTORY,F&B,1,1,ION Orchard
LINKUS HOKKIEN FLAVOR 临家,F&B,1,1,Suntec City
LO HEY HK SEAFOOD,F&B,1,1,One Holland Village
LUCIA The Brownie Bar,F&B,1,1,Raffles City Shopping Centre
Laaziiz,F&B,1,1,Causeway Point
Lady M,F&B,1,1,Jewel Changi Airport
Lady M Pop-up,F&B,1,1,Velocity@Novena Square
Lai Lai Taiwan Casual Dining,F&B,1,1,City Square Mall
Lam Heung Ling,F&B,1,1,Marina Square
Lao Huo Tang Signature,F&B,1,1,Tampines Mall
Lao Jiang Superior Soup,F&B,1,1,IMM Building
Lawry's The Prime Rib,F&B,1,1,Mandarin Gallery
LeMa Dumpling,F&B,1,1,Jewel Changi Airport
LeTAO le chocolat,F&B,1,1,Wisma Atria
Lee Wee & Brothers' Foodstuff,F&B,1,1,Raffles City Shopping Centre
LiHO Tea / Gong Yuan Ma La Tang,F&B,1,1,AMK Hub
Little Ribbons Pasta Co.,F&B,1,1,Funan
Little Saigon,F&B,1,1,CQ @ Clarke Quay
Liv.Eat,F&B,1,1,Marina Square
Lola's,F&B,1,1,Tampines Mall
London Fat Duck,F&B,1,1,PLQ Mall
Lotteria,F&B,1,1,Jewel Changi Airport
"Love, Joy & Coffee",F&B,1,1,Velocity@Novena Square
Luli Tea & Coffee,F&B,1,1,Marina Square
M'Burger Inn,F&B,1,1,Plaza Singapura
MA-LAB,F&B,1,1,Icon Village
MACCHA HOUSE,F&B,1,1,Orchard Central
MADLYGOOD JAPANESE CAFE,F&B,1,1,Clarke Quay Central
MAKAN MAKAN By D'PENYETZ GROUP,F&B,1,1,Marina Square
MAN MAN JAPANESE UNAGI RESTAURANT,F&B,1,1,Clarke Quay Central
MARU MOCHI,F&B,1,1,Bugis Junction (Part of Bugis Town)
MAVRX COFFEE,F&B,1,1,Great World
MENSHO TOKYO SG,F&B,1,1,Raffles City Shopping Centre
MICUN Bibimbap,F&B,1,1,Bugis+ (Part of Bugis Town)
MIKI MIZU,F&B,1,1,Wisma Atria
MIRAKU,F&B,1,1,Icon Village
MISS G'S GRILL & BAR,F&B,1,1,Far East Square
